,Symbol,Exchange,Volume,Volume %,+2% Depth,-2% Depth,Base,Quote
0,50X/BCH,50x,130.26,0.0,575.94,-,50X,BCH
1,AAVE/BNB,Binance,702559.0,0.04,49522.34,63039.63,AAVE,BNB
2,ADA-9F4/BUSD-BD1,Binance DEX,527613.0,0.02,33154.47,91726.31,ADA-9F4,BUSD-BD1
3,ADA/AUD,Binance,3938066.0,0.12,156072.36,149816.95,ADA,AUD
4,ADA/AUD,Kraken,64819.0,0.0,9381.56,8335.31,ADA,AUD
5,ADA/BIDR,Binance,1024722.0,0.03,84217.45,32331.97,ADA,BIDR
6,ADA/BNB,Binance,7108474.0,0.21,250026.97,335245.32,ADA,BNB
7,ADA/BNB,Binance,7100288.0,0.35,252968.69,339975.63,ADA,BNB
8,ADA/BRL,Binance,5947427.0,0.18,161855.55,116721.07,ADA,BRL
9,ADA/BTC,Binance,125927090.0,3.79,1332983.34,1018163.83,ADA,BTC
10,ADA/BTC,Coinbase Exchange,26155322.0,0.79,579208.25,641680.97,ADA,BTC
11,ADA/BTC,Coinbase Exchange,26116306.0,0.07,552740.14,601579.67,ADA,BTC
12,ADA/BTC,Huobi Global,13054532.0,0.39,268136.37,333334.87,ADA,BTC
13,ADA/BTC,Huobi Global,13041502.0,0.03,295839.87,269555.76,ADA,BTC
14,ADA/BTC,OKEx,7076975.0,0.21,262456.68,294540.27,ADA,BTC
15,ADA/BTC,Bittrex,5906554.0,0.18,936434.29,1049366.83,ADA,BTC
16,ADA/BTC,KuCoin,4073830.0,0.12,269119.74,325720.35,ADA,BTC
17,ADA/BTC,Bitfinex,2849693.0,0.09,766585.04,899581.48,ADA,BTC
18,ADA/BTC,Binance.US,2845596.0,0.09,593687.52,593414.07,ADA,BTC
19,ADA/BTC,Dex-Trade,1704477.0,0.05,81891.18,87964.6,ADA,BTC
20,ADA/BTC,EXMO,1532673.0,0.05,86761.7,107243.88,ADA,BTC
21,ADA/BTC,AscendEX (Bitmax),1092713.0,0.03,57572.23,127539.48,ADA,BTC
22,ADA/BTC,Gate.io,318619.0,0.01,46829.31,68970.17,ADA,BTC
23,ADA/BTC,ZB.COM,49631.0,0.0,19420.92,26514.85,ADA,BTC
24,ADA/BTC,WazirX,5127.0,0.0,16143.85,16701.55,ADA,BTC
25,ADA/BUSD,Binance,122969920.0,3.7,1275454.77,1174061.32,ADA,BUSD
26,ADA/BUSD,PancakeSwap (V2),52731.0,0.0,-,-,ADA,BUSD
27,ADA/CAKE,PancakeSwap (V2),51653.0,0.0,-,-,ADA,CAKE
28,ADA/CRO,Crypto.com Exchange,227042.0,0.01,2611890.82,2557404.08,ADA,CRO
29,ADA/DOT,PancakeSwap (V2),18512.0,0.0,-,-,ADA,DOT
30,ADA/DOT,PancakeSwap (V2),18512.0,0.0,-,-,ADA,DOT
31,ADA/ETH,Binance,19097136.0,0.57,478123.91,524529.84,ADA,ETH
32,ADA/ETH,Binance,19074460.0,0.1,445805.14,503722.06,ADA,ETH
33,ADA/ETH,Coinbase Exchange,17019308.0,0.51,379044.34,396792.3,ADA,ETH
34,ADA/ETH,Coinbase Exchange,16847626.0,0.09,369089.06,317024.32,ADA,ETH
35,ADA/ETH,Huobi Global,3032463.0,0.09,148093.54,158193.56,ADA,ETH
36,ADA/ETH,Huobi Global,3018721.0,0.02,124709.2,164039.91,ADA,ETH
37,ADA/ETH,Kraken,2048047.0,0.01,470088.84,609313.07,ADA,ETH
38,ADA/ETH,Kraken,2040521.0,0.06,531180.74,627671.05,ADA,ETH
39,ADA/ETH,Bittrex,825832.0,0.02,211512.79,194871.07,ADA,ETH
40,ADA/ETH,OKEx,372436.0,0.01,187254.47,167799.65,ADA,ETH
41,ADA/EUR,Bitvavo,39993616.0,1.2,417001.57,577165.69,ADA,EUR
42,ADA/EUR,Binance,32067736.0,0.96,694849.57,677905.12,ADA,EUR
43,ADA/EUR,Kraken,23314036.0,0.7,1611191.17,1342425.88,ADA,EUR
44,ADA/EUR,Coinbase Exchange,21982312.0,0.66,538681.04,589001.15,ADA,EUR
45,ADA/EUR,Bittrex,461185.0,0.01,209745.25,127089.18,ADA,EUR
46,ADA/GBP,Coinbase Exchange,15033895.0,0.45,402834.03,336357.88,ADA,GBP
47,ADA/GBP,Binance,3354296.0,0.1,145896.46,112643.18,ADA,GBP
48,ADA/GBP,Kraken,1306876.0,0.04,195183.75,172485.89,ADA,GBP
49,ADA/HUSD,Huobi Global,596146.0,0.02,58595.05,64789.25,ADA,HUSD
50,ADA/IDR,Indodax,3926968.0,0.12,717270.17,849789.97,ADA,IDR
51,ADA/IDR,Rekeningku.com,1700317.0,0.05,1237676996.6,995072824.15,ADA,IDR
52,ADA/INR,WazirX,4258043.0,0.13,11803.32,30257.99,ADA,INR
53,ADA/INR,Bitbns,1525723.0,0.05,886038.36,1003366.44,ADA,INR
54,ADA/KCS,KuCoin,169216.0,0.01,58298.96,24454.39,ADA,KCS
55,ADA/KRW,Upbit,155618610.0,4.68,1883764.09,1505670.5,ADA,KRW
56,ADA/KRW,Bithumb,19862388.0,0.6,557782.22,543666.97,ADA,KRW
57,ADA/OCTAX,PancakeSwap (V2),5664.0,0.0,-,-,ADA,OCTAX
58,ADA/QC,ZB.COM,2869519.0,0.09,104515.87,98818.16,ADA,QC
59,ADA/RUB,Binance,864233.0,0.03,86515.3,58042.85,ADA,RUB
60,ADA/SEED,PancakeSwap,14849.0,0.0,-,-,ADA,SEED
61,ADA/THB,Bitkub,14303194.0,0.43,581399.53,928986.88,ADA,THB
62,ADA/TRY,Bitexen,30434270.0,0.92,107863.86,117429.52,ADA,TRY
63,ADA/TRY,BtcTurk | Pro,25165188.0,0.76,3949173.28,897552.18,ADA,TRY
64,ADA/TRY,Binance,22913608.0,0.69,331066.31,289109.17,ADA,TRY
65,ADA/TRY,Paribu,12713880.0,0.38,135925.98,778075.06,ADA,TRY
66,ADA/TUSD,Binance,599205.0,0.02,45039.35,136309.05,ADA,TUSD
67,ADA/USD,Coinbase Exchange,308957540.0,9.29,2076296.22,1942048.06,ADA,USD
68,ADA/USD,Binance.US,70552660.0,2.12,1219244.99,1286073.97,ADA,USD
69,ADA/USD,Kraken,41963024.0,1.26,2932188.82,2925179.44,ADA,USD
70,ADA/USD,Bitfinex,10790655.0,0.32,1968409.09,2705465.67,ADA,USD
71,ADA/USD,eToroX,8437913.0,0.25,2748392.31,3540041.4,ADA,USD
72,ADA/USD,Bittrex,7181635.0,0.22,1151202.86,914686.54,ADA,USD
73,ADA/USD,CEX.IO,3175587.0,0.1,285093.88,276698.51,ADA,USD
74,ADA/USD,EXMO,2527663.0,0.08,133817.04,206107.74,ADA,USD
75,ADA/USDC,Binance,11302365.0,0.34,737630.29,990727.05,ADA,USDC
76,ADA/USDC,Coinbase Exchange,10275649.0,0.31,433522.92,541069.27,ADA,USDC
77,ADA/USDC,KuCoin,1584301.0,0.05,274097.27,147608.53,ADA,USDC
78,ADA/USDC,Crypto.com Exchange,1214679.0,0.04,117449.58,202000.57,ADA,USDC
79,ADA/USDT,Binance,592036900.0,17.81,3938817.91,4484214.98,ADA,USDT
80,ADA/USDT,LBank,218543780.0,6.57,868209.22,1180550.29,ADA,USDT
81,ADA/USDT,Huobi Global,112744850.0,3.39,1509581.22,1085339.15,ADA,USDT
82,ADA/USDT,Gate.io,65184096.0,1.96,689545.9,988229.41,ADA,USDT
83,ADA/USDT,KuCoin,62424590.0,1.88,1150531.97,1726241.2,ADA,USDT
84,ADA/USDT,ZB.COM,33880490.0,1.02,562697.0,606694.7,ADA,USDT
85,ADA/USDT,OKEx,33745812.0,1.02,853734.69,633190.69,ADA,USDT
86,ADA/USDT,AAX,30708032.0,0.92,481027.16,1508036.59,ADA,USDT
87,ADA/USDT,Crypto.com Exchange,17466346.0,0.53,852091.35,1056195.65,ADA,USDT
88,ADA/USDT,XT.COM,16595440.0,0.5,1263.86,675624.74,ADA,USDT
89,ADA/USDT,Binance.US,16593335.0,0.5,1016500.15,633785.1,ADA,USDT
90,ADA/USDT,Deepcoin,8573730.0,0.26,1158086.85,582600.26,ADA,USDT
91,ADA/USDT,Dex-Trade,8261354.0,0.25,2302638.19,1855968.28,ADA,USDT
92,ADA/USDT,WOO Network,7672609.0,0.23,4897346.19,5535726.31,ADA,USDT
93,ADA/USDT,CoinEx,7615299.0,0.23,97925.8,425556.32,ADA,USDT
94,ADA/USDT,Bitglobal,7480303.0,0.23,1019.36,2219.34,ADA,USDT
95,ADA/USDT,BtcTurk | Pro,5515938.0,0.17,224087.77,346248.92,ADA,USDT
96,ADA/USDT,Kraken,5443779.0,0.16,739077.8,715501.6,ADA,USDT
97,ADA/USDT,BitZ,3646627.0,0.11,114659.27,122221.63,ADA,USDT
98,ADA/USDT,Bittrex,2774629.0,0.08,918050.43,691135.9,ADA,USDT
99,ADA/USDT,AscendEX (Bitmax),2423425.0,0.07,160438.88,130859.98,ADA,USDT
100,ADA/USDT,ExMarkets,2307147.0,0.07,82717.75,72330.2,ADA,USDT
101,ADA/USDT,WazirX,509540.0,0.02,9453.73,7676.68,ADA,USDT
102,ADA/UST,Bitfinex,3179470.0,0.1,1448705.85,1645397.89,ADA,UST
103,ADA/VET,OceanEx,1282960.0,0.25,22809.21,6142.36,ADA,VET
104,ADA/WBNB,PancakeSwap (V2),8203315.0,0.25,-,-,ADA,WBNB
105,ADA/WRX,WazirX,118577.0,0.0,6779.11,2578.27,ADA,WRX
106,ADA/XBT,Kraken,4261747.0,0.13,1233629.65,1232180.51,ADA,XBT
107,ADAX/ADA,ExMarkets,2498373.0,0.08,43939.77,38437.13,ADAX,ADA
108,ADX/ETH,Binance,3427425.0,0.02,19362.91,64151.01,ADX,ETH
109,AGLD/BNB,Binance,869284.0,0.04,17846.52,30640.54,AGLD,BNB
110,ALG/BTC,Bitfinex,221515.0,0.03,19738.2,17724.59,ALG,BTC
111,ALG/USD,Bitfinex,2301220.0,0.34,212108.51,160286.31,ALG,USD
112,ALG/UST,Bitfinex,433960.0,0.07,41155.23,42403.7,ALG,UST
113,ALGO/AUD,BTC Markets,263478.0,0.04,52526.99,43561.33,ALGO,AUD
114,ALGO/BCH,CoinEx,8408.0,0.0,2745.23,3302.51,ALGO,BCH
115,ALGO/BIDR,Binance,104030.0,0.02,5888.74,4335.54,ALGO,BIDR
116,ALGO/BNB,Binance,972553.0,0.05,10692.43,74348.57,ALGO,BNB
117,ALGO/BNB,Binance,970801.0,0.15,11106.3,53347.43,ALGO,BNB
118,ALGO/BNB,CoinDCX,22.35,0.0,54413.59,3484913.63,ALGO,BNB
119,ALGO/BTC,Binance,17171404.0,2.57,230905.91,365086.64,ALGO,BTC
120,ALGO/BTC,Binance,17135044.0,0.04,223375.46,371729.57,ALGO,BTC
121,ALGO/BTC,Coinbase Exchange,9129451.0,1.37,330879.69,396540.26,ALGO,BTC
122,ALGO/BTC,OKEx,3595255.0,0.54,164801.64,163011.03,ALGO,BTC
123,ALGO/BTC,Huobi Global,3408891.0,0.51,62688.96,72455.71,ALGO,BTC
124,ALGO/BTC,Upbit,3302032.0,0.5,34698.74,101510.65,ALGO,BTC
125,ALGO/BTC,HitBTC,3193762.0,0.48,1678816.56,562851.26,ALGO,BTC
126,ALGO/BTC,Crypto.com Exchange,2223226.0,0.33,569760.53,560736.4,ALGO,BTC
127,ALGO/BTC,AscendEX (Bitmax),1152724.0,0.17,45387.63,95275.47,ALGO,BTC
128,ALGO/BTC,EXMO,1149692.0,0.17,28547.87,46629.62,ALGO,BTC
129,ALGO/BTC,BitMart,985404.0,0.15,11987.74,19925.02,ALGO,BTC
130,ALGO/BTC,Decoin,624060.0,0.09,39857.69,35938.56,ALGO,BTC
131,ALGO/BTC,KuCoin,558711.0,0.08,121472.76,95032.85,ALGO,BTC
132,ALGO/BTC,LATOKEN,482946.0,0.07,4160.87,4031.44,ALGO,BTC
133,ALGO/BTC,Bittrex,415447.0,0.06,52879.13,89413.0,ALGO,BTC
134,ALGO/BTC,Pionex,330408.0,0.05,59466.02,57147.71,ALGO,BTC
135,ALGO/BTC,Bitstamp,136750.0,0.02,24125.68,24294.87,ALGO,BTC
136,ALGO/BTC,CoinEx,38161.0,0.01,9435.97,9159.92,ALGO,BTC
137,ALGO/BTC,Blockchain.com,8706.0,0.0,6511.03,7509.18,ALGO,BTC
138,ALGO/BTC,CoinDCX,7198.0,0.0,1902747.18,3250342.96,ALGO,BTC
139,ALGO/BUSD,Binance,23341248.0,3.5,295223.02,244915.45,ALGO,BUSD
140,ALGO/BUSD,Binance.US,1377859.0,0.21,114951.47,95959.38,ALGO,BUSD
141,ALGO/CRO,Crypto.com Exchange,131013.0,0.02,114403.62,163729.88,ALGO,CRO
142,ALGO/ETH,Huobi Global,968672.0,0.15,27889.29,35234.4,ALGO,ETH
143,ALGO/ETH,Kraken,678053.0,0.1,56813.24,104653.5,ALGO,ETH
144,ALGO/ETH,KuCoin,478107.0,0.07,67061.06,69166.47,ALGO,ETH
145,ALGO/ETH,Bibox,457609.0,0.07,-,-,ALGO,ETH
146,ALGO/ETH,CoinDCX,205.09,0.0,26852.87,31188.88,ALGO,ETH
147,ALGO/EUR,Coinbase Exchange,8030865.0,1.2,350325.68,398377.07,ALGO,EUR
148,ALGO/EUR,Kraken,2953094.0,0.44,343832.18,472026.68,ALGO,EUR
149,ALGO/EUR,Bitstamp,720583.0,0.11,90470.83,109515.75,ALGO,EUR
150,ALGO/EUR,EXMO,468.66,0.0,-,-,ALGO,EUR
151,ALGO/GBP,Coinbase Exchange,6134635.0,0.92,458193.22,385137.94,ALGO,GBP
152,ALGO/GBP,Kraken,584253.0,0.09,44209.88,52441.37,ALGO,GBP
153,ALGO/HUSD,Huobi Global,212296.0,0.03,14837.14,11323.31,ALGO,HUSD
154,ALGO/IDR,Rekeningku.com,2350214.0,0.35,360382247.57,498315732.54,ALGO,IDR
155,ALGO/IDR,Indodax,449690.0,0.07,88917.08,95628.79,ALGO,IDR
156,ALGO/INR,Bitbns,255464.0,0.04,34690.53,44472.14,ALGO,INR
157,ALGO/INR,WazirX,205127.0,0.03,7560.35,654.61,ALGO,INR
158,ALGO/KCS,KuCoin,86480.0,0.01,22991.52,30258.89,ALGO,KCS
159,ALGO/KRW,Bithumb,2348797.0,0.35,108496.53,159145.16,ALGO,KRW
160,ALGO/QC,ZB.COM,2517147.0,0.38,4405.68,7994.77,ALGO,QC
161,ALGO/RUB,EXMO,1127537.0,0.17,2748.06,2674.71,ALGO,RUB
162,ALGO/TRY,Paribu,6169135.0,0.92,164996.7,21889689.47,ALGO,TRY
163,ALGO/TRY,Bitci,19019.0,0.0,9527.36,1108.07,ALGO,TRY
164,ALGO/USD,Coinbase Exchange,98384160.0,14.75,1476758.37,1811605.82,ALGO,USD
165,ALGO/USD,HitBTC,30303148.0,4.54,1948787.88,507102.3,ALGO,USD
166,ALGO/USD,Binance.US,19190884.0,2.88,346366.9,400931.9,ALGO,USD
167,ALGO/USD,Kraken,9370475.0,1.4,560137.75,776780.95,ALGO,USD
168,ALGO/USD,Bitstamp,1633082.0,0.24,92421.36,98490.15,ALGO,USD
169,ALGO/USD,eToroX,840473.0,0.13,3894846.44,5364708.69,ALGO,USD
170,ALGO/USD,Bittrex,409762.0,0.06,63944.76,108114.3,ALGO,USD
171,ALGO/USD,Coinlist Pro,377190.0,0.06,54659.61,52764.27,ALGO,USD
172,ALGO/USD,Blockchain.com,75389.0,0.01,17029.65,17031.74,ALGO,USD
173,ALGO/USD,Okcoin,34179.0,0.01,11763.59,16677.32,ALGO,USD
174,ALGO/USDC,Crypto.com Exchange,411319.0,0.06,305035.59,193851.04,ALGO,USDC
175,ALGO/USDC,CoinJar,138866.0,0.02,45590.59,136866.44,ALGO,USDC
176,ALGO/USDT,Binance,138012850.0,20.69,671617.1,1431868.27,ALGO,USDT
177,ALGO/USDT,OKEx,79985790.0,11.99,300943.84,256713.88,ALGO,USDT
178,ALGO/USDT,Bitrue,68963870.0,10.34,79172.0,100058.85,ALGO,USDT
179,ALGO/USDT,Huobi Global,25496436.0,3.82,293547.44,294264.74,ALGO,USDT
180,ALGO/USDT,KuCoin,16152133.0,2.42,1406723.23,580559.44,ALGO,USDT
181,ALGO/USDT,BitZ,12643711.0,1.9,113734.04,108245.15,ALGO,USDT
182,ALGO/USDT,Gate.io,7326674.0,1.1,548837.75,602172.34,ALGO,USDT
183,ALGO/USDT,LATOKEN,6814780.0,1.02,27586.39,31603.22,ALGO,USDT
184,ALGO/USDT,Pionex,4171968.0,0.63,433783.26,496597.21,ALGO,USDT
185,ALGO/USDT,ZB.COM,3634510.0,0.54,96181.19,91276.6,ALGO,USDT
186,ALGO/USDT,Bitay,3516171.0,0.53,87782.6,48626.88,ALGO,USDT
187,ALGO/USDT,Hotbit,2422761.0,0.36,59057.98,95493.72,ALGO,USDT
188,ALGO/USDT,AscendEX (Bitmax),2375972.0,0.36,97241.7,89002.96,ALGO,USDT
189,ALGO/USDT,BKEX,2021409.0,0.3,30206.81,57822.99,ALGO,USDT
190,ALGO/USDT,Hoo,1617354.0,0.24,36328.4,17286.45,ALGO,USDT
191,ALGO/USDT,Crypto.com Exchange,1413465.0,0.21,683904.75,579911.28,ALGO,USDT
192,ALGO/USDT,AEX,1355505.0,0.2,162131.08,145067.55,ALGO,USDT
193,ALGO/USDT,EXMO,1261692.0,0.19,30708.13,49435.1,ALGO,USDT
194,ALGO/USDT,ZBG,1074368.0,0.16,58993.24,78530.3,ALGO,USDT
195,ALGO/USDT,BitMart,880816.0,0.13,37206.96,30636.78,ALGO,USDT
196,ALGO/USDT,WOO Network,837117.0,0.13,1181085.92,1741660.42,ALGO,USDT
197,ALGO/USDT,CoinEx,651553.0,0.1,36185.88,54944.78,ALGO,USDT
198,ALGO/USDT,MEXC,635517.0,0.1,62578.75,100552.92,ALGO,USDT
199,ALGO/USDT,BiONE,534653.0,0.08,19165.76,18227.08,ALGO,USDT
200,ALGO/USDT,CoinDCX,418554.0,0.06,3289459.0,8552144.66,ALGO,USDT
201,ALGO/USDT,Decoin,401177.0,0.06,8694.3,5928.12,ALGO,USDT
202,ALGO/USDT,Alterdice,398358.0,0.06,6853.87,8556.0,ALGO,USDT
203,ALGO/USDT,Bittrex,334179.0,0.05,56615.94,84917.36,ALGO,USDT
204,ALGO/USDT,Bibox,301278.0,0.05,14502.86,14865.69,ALGO,USDT
205,ALGO/USDT,WazirX,87800.0,0.01,5088.27,5027.25,ALGO,USDT
206,ALGO/USDT,LBank,28467.0,0.0,7016.65,7027.12,ALGO,USDT
207,ALGO/XBT,Kraken,1514040.0,0.23,260312.17,318739.58,ALGO,XBT
208,AR/BNB,Binance,1725376.0,0.09,18554.88,47020.23,AR,BNB
209,ARPA/BNB,Binance,544091.0,0.03,6013.19,47418.92,ARPA,BNB
210,ATO/BTC,Bitfinex,25958.0,0.0,13860.73,14918.18,ATO,BTC
211,ATO/ETH,Bitfinex,6727.0,0.0,2470.07,6197.38,ATO,ETH
212,ATO/USD,Bitfinex,2099411.0,0.24,477145.8,373509.6,ATO,USD
213,ATOM/AUD,Kraken,18201.0,0.0,5311.53,2827.52,ATOM,AUD
214,ATOM/BCH,CoinEx,7995.0,0.0,12310.57,1164.68,ATOM,BCH
215,ATOM/BNB,Binance,1767976.0,0.2,56348.33,76274.31,ATOM,BNB
216,ATOM/BNB,Binance,1763371.0,0.09,57853.62,91723.92,ATOM,BNB
217,ATOM/BRL,NovaDAX,186786.0,0.02,72022.61,68931.05,ATOM,BRL
218,ATOM/BTC,Binance,25632944.0,2.94,363251.96,366017.74,ATOM,BTC
219,ATOM/BTC,Binance,25529868.0,0.07,360233.84,343155.81,ATOM,BTC
220,ATOM/BTC,BitMart,16122585.0,1.85,28875.13,8730.98,ATOM,BTC
221,ATOM/BTC,OKEx,15576757.0,1.79,220134.11,220160.58,ATOM,BTC
222,ATOM/BTC,Coinbase Exchange,5853399.0,0.67,291478.25,373672.76,ATOM,BTC
223,ATOM/BTC,HitBTC,4623148.0,0.53,1819248.84,794862.5,ATOM,BTC
224,ATOM/BTC,Crypto.com Exchange,2730561.0,0.31,524914.88,585817.96,ATOM,BTC
225,ATOM/BTC,Huobi Global,2564330.0,0.29,163745.45,179092.95,ATOM,BTC
226,ATOM/BTC,DigiFinex,2506338.0,0.29,465168.66,703926.08,ATOM,BTC
227,ATOM/BTC,VCC Exchange,1697157.0,0.19,-,-,ATOM,BTC
228,ATOM/BTC,KuCoin,1238598.0,0.14,91415.17,168147.36,ATOM,BTC
229,ATOM/BTC,AscendEX (Bitmax),841965.0,0.1,90757.36,98804.74,ATOM,BTC
230,ATOM/BTC,Bittrex,779804.0,0.09,123114.23,94760.05,ATOM,BTC
231,ATOM/BTC,Poloniex,214292.0,0.02,25635.96,23210.8,ATOM,BTC
232,ATOM/BTC,Gate.io,32599.0,0.0,25998.3,40297.52,ATOM,BTC
233,ATOM/BTC,CoinEx,20677.0,0.0,13709.92,15031.54,ATOM,BTC
234,ATOM/BTC,EXMO,8745.0,0.0,-,866.68,ATOM,BTC
235,ATOM/BTC,BtcTurk | Pro,6556.0,0.0,2306.73,26899.62,ATOM,BTC
236,ATOM/BTC,WazirX,4246.0,0.0,16127.02,16283.89,ATOM,BTC
237,ATOM/BTC,CoinDCX,1768.0,0.0,9135613.03,4783094.62,ATOM,BTC
238,ATOM/BUSD,Binance,20719870.0,2.37,325317.66,286989.89,ATOM,BUSD
239,ATOM/CRO,Crypto.com Exchange,714636.0,0.08,262424.25,215479.85,ATOM,CRO
240,ATOM/ETH,KuCoin,845246.0,0.1,13536.96,151136.04,ATOM,ETH
241,ATOM/ETH,Kraken,656691.0,0.08,148473.64,159442.4,ATOM,ETH
242,ATOM/ETH,Huobi Global,413627.0,0.05,46345.49,52004.05,ATOM,ETH
243,ATOM/ETH,Bittrex,284465.0,0.03,71769.06,35770.86,ATOM,ETH
244,ATOM/ETH,OKEx,107443.0,0.01,28117.63,27487.24,ATOM,ETH
245,ATOM/EUR,Kraken,3006155.0,0.34,351623.35,323702.85,ATOM,EUR
246,ATOM/EUR,EXMO,5053.0,0.0,302.65,101.98,ATOM,EUR
247,ATOM/EUR,CEX.IO,2450.0,0.0,1148.92,1866.82,ATOM,EUR
248,ATOM/GBP,Kraken,73968.0,0.01,177723.11,15747.9,ATOM,GBP
249,ATOM/GBP,CEX.IO,4140.0,0.0,4367.21,1122.45,ATOM,GBP
250,ATOM/IDR,Indodax,832306.0,0.1,159221.45,135655.53,ATOM,IDR
251,ATOM/INR,CoinDCX,689536.0,0.08,3540.89,314.78,ATOM,INR
252,ATOM/INR,Bitbns,558034.0,0.06,911792.16,1842164.13,ATOM,INR
253,ATOM/INR,WazirX,527794.0,0.06,18672.37,4835.23,ATOM,INR
254,ATOM/INR,ZebPay,167579.0,0.02,6344.26,1144.77,ATOM,INR
255,ATOM/KCS,KuCoin,19864.0,0.0,1449.51,8706.99,ATOM,KCS
256,ATOM/KRW,Upbit,68416890.0,7.84,562114.11,1259163.41,ATOM,KRW
257,ATOM/KRW,Bithumb,5681758.0,0.65,280595.79,312168.27,ATOM,KRW
258,ATOM/QC,ZB.COM,641708.0,0.07,15867.06,7907.2,ATOM,QC
259,ATOM/TRY,BtcTurk | Pro,21343232.0,2.45,1417510.55,437294.14,ATOM,TRY
260,ATOM/TRY,Paribu,7305549.0,0.84,5999265.11,334830.98,ATOM,TRY
261,ATOM/USD,Coinbase Exchange,87566900.0,10.04,1807441.07,1650576.54,ATOM,USD
262,ATOM/USD,HitBTC,58871228.0,6.75,2137263.04,754955.67,ATOM,USD
263,ATOM/USD,Binance.US,12936073.0,1.48,523771.79,541890.28,ATOM,USD
264,ATOM/USD,Kraken,6648086.0,0.76,701527.39,829406.04,ATOM,USD
265,ATOM/USD,BTSE,2379878.0,0.27,1248441.28,1369422.66,ATOM,USD
266,ATOM/USD,CEX.IO,853334.0,0.1,67922.36,65860.03,ATOM,USD
267,ATOM/USD,Bittrex,574832.0,0.07,151275.7,132184.17,ATOM,USD
268,ATOM/USD,EXMO,82006.0,0.01,5919.43,3546.63,ATOM,USD
269,ATOM/USD,Okcoin,21270.0,0.0,19673.49,15301.46,ATOM,USD
270,ATOM/USDC,Binance,1755064.0,0.2,48075.11,49982.75,ATOM,USDC
271,ATOM/USDC,XT.COM,117189.0,0.01,300.89,251.23,ATOM,USDC
272,ATOM/USDC,Poloniex,23471.0,0.0,5101.94,5853.96,ATOM,USDC
273,ATOM/USDT,Binance,153371340.0,17.58,991852.67,1160949.96,ATOM,USDT
274,ATOM/USDT,OKEx,111020130.0,12.72,300966.04,301145.14,ATOM,USDT
275,ATOM/USDT,Huobi Global,33644696.0,3.86,582510.24,643281.63,ATOM,USDT
276,ATOM/USDT,BiONE,26826206.0,3.07,10786.23,6190.73,ATOM,USDT
277,ATOM/USDT,Gate.io,21676646.0,2.48,717754.6,773294.31,ATOM,USDT
278,ATOM/USDT,KuCoin,20100524.0,2.3,895395.19,611678.5,ATOM,USDT
279,ATOM/USDT,Biconomy,18421904.0,2.11,85132.21,75163.07,ATOM,USDT
280,ATOM/USDT,DigiFinex,10773633.0,1.23,39771.27,399896.02,ATOM,USDT
281,ATOM/USDT,BitMart,8106220.0,0.93,37238.59,36929.68,ATOM,USDT
282,ATOM/USDT,Bibox,6109387.0,0.7,29840.94,46778.63,ATOM,USDT
283,ATOM/USDT,BKEX,6010359.0,0.69,251434.07,304028.69,ATOM,USDT
284,ATOM/USDT,AEX,5849324.0,0.67,248683.62,218832.67,ATOM,USDT
285,ATOM/USDT,LATOKEN,5605805.0,0.64,196355.28,43768.09,ATOM,USDT
286,ATOM/USDT,AscendEX (Bitmax),5497641.0,0.63,235317.2,241187.7,ATOM,USDT
287,ATOM/USDT,Binance.US,4057077.0,0.47,513854.63,355943.38,ATOM,USDT
288,ATOM/USDT,XT.COM,3724915.0,0.43,14745.73,139102.3,ATOM,USDT
289,ATOM/USDT,BitZ,3363619.0,0.39,305366.65,60178.24,ATOM,USDT
290,ATOM/USDT,OceanEx,2656144.0,0.3,4624.46,6059.64,ATOM,USDT
291,ATOM/USDT,WOO Network,2303951.0,0.26,1607817.31,2110291.28,ATOM,USDT
292,ATOM/USDT,BtcTurk | Pro,2211188.0,0.25,202031.09,227007.63,ATOM,USDT
293,ATOM/USDT,VCC Exchange,2189702.0,0.25,-,-,ATOM,USDT
294,ATOM/USDT,Hoo,1709334.0,0.2,82394.36,38543.53,ATOM,USDT
295,ATOM/USDT,LBank,1586856.0,0.18,717372.93,720230.31,ATOM,USDT
296,ATOM/USDT,Bittrex,1349818.0,0.15,76482.81,30932.59,ATOM,USDT
297,ATOM/USDT,CoinEx,970407.0,0.11,60827.17,44674.97,ATOM,USDT
298,ATOM/USDT,CoinDCX,646763.0,0.07,899665.7,1285100.61,ATOM,USDT
299,ATOM/USDT,ZB.COM,451428.0,0.05,29799.4,29635.86,ATOM,USDT
300,ATOM/USDT,Poloniex,256972.0,0.03,63760.27,25433.5,ATOM,USDT
301,ATOM/USDT,ZebPay,220214.0,0.03,46750.53,1315.3,ATOM,USDT
302,ATOM/USDT,WazirX,70878.0,0.01,3006.83,5027.94,ATOM,USDT
303,ATOM/USDT,ProBit Global,15947.0,0.0,452.83,3005.06,ATOM,USDT
304,ATOM/USDT,CEX.IO,5371.0,0.0,1271.14,1292.89,ATOM,USDT
305,ATOM/USDT,NovaDAX,5352.0,0.0,28676.68,23141.81,ATOM,USDT
306,ATOM/USDT,Liquid,1926.0,0.0,1673.67,3685.08,ATOM,USDT
307,ATOM/UST,KuCoin,256323.0,0.03,30145.57,30854.35,ATOM,UST
308,ATOM/VET,OceanEx,208738.0,0.04,1882.98,2370.94,ATOM,VET
