,Symbol,Exchange,Volume,Volume %,+2% Depth,-2% Depth,Base,Quote
938,ETH/XBT,Kraken,31437090.0,0.08,4861110.85,4947766.32,ETH,XBT
939,FET/BNB,Binance,454159.0,0.02,15636.41,36501.07,FET,BNB
940,FIL/AUD,Kraken,3539.0,0.0,-,3518.24,FIL,AUD
941,FIL/BNB,Binance,2508061.0,0.13,157866.27,241504.94,FIL,BNB
942,FIL/BNB,Binance,2506618.0,0.21,149945.91,246674.25,FIL,BNB
943,FIL/BRL,NovaDAX,2292.0,0.0,35398.38,38100.67,FIL,BRL
944,FIL/BTC,Binance,12561534.0,1.05,411034.25,488979.17,FIL,BTC
945,FIL/BTC,Binance,12536987.0,0.03,424699.54,463425.4,FIL,BTC
946,FIL/BTC,OKEx,5467842.0,0.46,154799.54,162043.09,FIL,BTC
947,FIL/BTC,Upbit,5015875.0,0.42,126445.75,122718.36,FIL,BTC
948,FIL/BTC,Coinbase Exchange,4040134.0,0.34,489157.54,579996.44,FIL,BTC
949,FIL/BTC,Huobi Global,3923172.0,0.33,282932.17,383885.91,FIL,BTC
950,FIL/BTC,DigiFinex,1609880.0,0.13,626333.49,995927.36,FIL,BTC
951,FIL/BTC,Crypto.com Exchange,410751.0,0.03,290861.13,294067.18,FIL,BTC
952,FIL/BTC,Pionex,287954.0,0.02,258415.68,215902.43,FIL,BTC
953,FIL/BTC,CoinEx,32182.0,0.0,9219.86,15661.1,FIL,BTC
954,FIL/BTC,Bittrex,27332.0,0.0,27551.48,35168.18,FIL,BTC
955,FIL/BTC,Gate.io,25819.0,0.0,3585.12,7861.37,FIL,BTC
956,FIL/BTC,Hotbit,83.26,0.0,121536.76,105414.18,FIL,BTC
957,FIL/BTC,Huobi Indonesia,0.0,0.0,299182.72,349762.7,FIL,BTC
958,FIL/BUSD,Binance,15492865.0,1.3,272308.13,207302.95,FIL,BUSD
959,FIL/BUSD,Tokocrypto,1394.0,0.0,603.04,328.67,FIL,BUSD
960,FIL/ETH,Huobi Global,909526.0,0.08,76291.04,76875.83,FIL,ETH
961,FIL/ETH,OKEx,252500.0,0.02,51454.01,79058.28,FIL,ETH
962,FIL/ETH,Gate.io,103046.0,0.01,4717.52,4111.61,FIL,ETH
963,FIL/ETH,Pionex,45103.0,0.0,63637.18,65352.98,FIL,ETH
964,FIL/ETH,Kraken,21252.0,0.0,26926.85,35233.96,FIL,ETH
965,FIL/ETH,Bittrex,5877.0,0.0,852.18,13562.24,FIL,ETH
966,FIL/ETH,Huobi Indonesia,0.0,0.0,77522.18,76622.31,FIL,ETH
967,FIL/EUR,Coinbase Exchange,1850784.0,0.15,358857.11,256966.33,FIL,EUR
968,FIL/EUR,Kraken,1403381.0,0.12,478718.53,466047.24,FIL,EUR
969,FIL/GBP,Coinbase Exchange,1118617.0,0.09,285187.73,311142.25,FIL,GBP
970,FIL/GBP,Kraken,195992.0,0.02,229059.56,193340.26,FIL,GBP
971,FIL/HUSD,Huobi Global,961433.0,0.08,37465.0,46668.55,FIL,HUSD
972,FIL/IDR,Indodax,70749.0,0.01,17915.26,14509.38,FIL,IDR
973,FIL/INR,Bitbns,566058.0,0.05,3165746.17,2253814.37,FIL,INR
974,FIL/INR,CoinDCX,164823.0,0.01,1832.43,3610.48,FIL,INR
975,FIL/INR,WazirX,84650.0,0.01,4289.2,1125.13,FIL,INR
976,FIL/KRW,Coinone,2834001.0,0.0,132312.27,407216.8,FIL,KRW
977,FIL/KRW,Korbit,816816.0,0.0,164864.67,133837.41,FIL,KRW
978,FIL/QC,ZB.COM,9883791.0,0.83,230304.04,192566.6,FIL,QC
979,FIL/TRY,BtcTurk | Pro,2850802.0,0.24,3752765.62,241859.39,FIL,TRY
980,FIL/USD,Coinbase Exchange,34736930.0,2.9,1187239.6,1461434.45,FIL,USD
981,FIL/USD,Gemini,4737781.0,0.4,650443.37,610704.09,FIL,USD
982,FIL/USD,Kraken,4294329.0,0.36,946580.95,931164.25,FIL,USD
983,FIL/USD,Bitfinex,1629785.0,0.14,1039178.67,485866.6,FIL,USD
984,FIL/USD,Binance.US,1463293.0,0.12,146871.88,188675.86,FIL,USD
985,FIL/USD,Coinlist Pro,309769.0,0.03,646172.35,579604.6,FIL,USD
986,FIL/USD,Bittrex,16688.0,0.0,1113.76,13412.49,FIL,USD
987,FIL/USDT,Binance,335524960.0,28.06,1392903.66,1764057.5,FIL,USDT
988,FIL/USDT,Huobi Global,246223970.0,20.59,1362026.77,1315950.11,FIL,USDT
989,FIL/USDT,OKEx,142222270.0,11.89,320880.99,350633.46,FIL,USDT
990,FIL/USDT,Hoo,85441690.0,7.14,6466725.96,676765.86,FIL,USDT
991,FIL/USDT,DigiFinex,47652930.0,3.98,162964.23,1338780.09,FIL,USDT
992,FIL/USDT,Gate.io,37286788.0,3.12,496571.91,723717.76,FIL,USDT
993,FIL/USDT,AEX,33594910.0,2.81,810749.67,745623.69,FIL,USDT
994,FIL/USDT,Bibox,27662908.0,2.31,116102.04,81058.66,FIL,USDT
995,FIL/USDT,WOO Network,15563659.0,1.3,2374246.05,2893760.46,FIL,USDT
996,FIL/USDT,BKEX,13559390.0,1.13,195690.55,260567.7,FIL,USDT
997,FIL/USDT,CoinTiger,11989291.0,1.0,80451.1,77550.38,FIL,USDT
998,FIL/USDT,BitForex,9329483.0,0.78,114047.38,28728.98,FIL,USDT
999,FIL/USDT,BiKi,7826815.0,0.65,70410.15,57198.8,FIL,USDT
1000,FIL/USDT,AAX,5714607.0,0.48,1099086.93,284707.6,FIL,USDT
1001,FIL/USDT,KuCoin,4691787.0,0.39,702635.68,559610.28,FIL,USDT
1002,FIL/USDT,TOKOK,4494512.0,0.38,13724.05,11016.2,FIL,USDT
1003,FIL/USDT,BitZ,4429701.0,0.37,299946.41,326363.28,FIL,USDT
1004,FIL/USDT,BitMart,3950805.0,0.33,629905.55,355575.91,FIL,USDT
1005,FIL/USDT,ZB.COM,3644816.0,0.3,456555.57,185040.79,FIL,USDT
1006,FIL/USDT,BW.com,3283176.0,0.27,2465.44,2409.7,FIL,USDT
1007,FIL/USDT,MEXC,2865028.0,0.24,148954.82,147412.38,FIL,USDT
1008,FIL/USDT,Pionex,2683841.0,0.22,1213769.87,1189701.2,FIL,USDT
1009,FIL/USDT,Binance.US,2621100.0,0.22,97087.93,99960.26,FIL,USDT
1010,FIL/USDT,LBank,2520313.0,0.21,578615.91,371168.5,FIL,USDT
1011,FIL/USDT,Dcoin,2298346.0,0.19,10957.71,12103.4,FIL,USDT
1012,FIL/USDT,ZBG,1077772.0,0.09,87687.01,1541454.31,FIL,USDT
1013,FIL/USDT,Crypto.com Exchange,767199.0,0.06,568862.65,539821.52,FIL,USDT
1014,FIL/USDT,BtcTurk | Pro,562171.0,0.05,90851.07,65303.79,FIL,USDT
1015,FIL/USDT,CoinEx,394639.0,0.03,25406.91,46330.58,FIL,USDT
1016,FIL/USDT,AscendEX (Bitmax),283304.0,0.02,81259.52,65295.18,FIL,USDT
1017,FIL/USDT,Coinlist Pro,140205.0,0.01,648250.01,734493.62,FIL,USDT
1018,FIL/USDT,Deepcoin,137716.0,0.01,1301707.51,5336578.34,FIL,USDT
1019,FIL/USDT,Coinsuper,121656.0,0.01,22508.82,22362.25,FIL,USDT
1020,FIL/USDT,Bitglobal,116020.0,0.01,218.31,3506.18,FIL,USDT
1021,FIL/USDT,Flybit,88643.0,0.01,754.0,948.05,FIL,USDT
1022,FIL/USDT,Bittrex,75352.0,0.01,517.21,8575.87,FIL,USDT
1023,FIL/USDT,OceanEx,73852.0,0.01,-,134.88,FIL,USDT
1024,FIL/USDT,Tokocrypto,58321.0,0.0,552258.62,415226.67,FIL,USDT
1025,FIL/USDT,CoinDCX,55776.0,0.0,921460.55,1664318.87,FIL,USDT
1026,FIL/USDT,Hotbit,29336.0,0.0,210818.2,208557.55,FIL,USDT
1027,FIL/USDT,WazirX,26237.0,0.0,3273.57,2086.71,FIL,USDT
1028,FIL/USDT,Huobi Indonesia,2905.0,0.0,749675.6,1563166.09,FIL,USDT
1029,FIL/USDT,NovaDAX,1068.0,0.0,28182.21,69714.35,FIL,USDT
1030,FIL/UST,Bitfinex,1848297.0,0.15,323598.85,482545.41,FIL,UST
1031,FIL/WBNB,PancakeSwap (V2),352466.0,0.03,-,-,FIL,WBNB
1032,FIL/WBNB,PancakeSwap,534.79,0.0,-,-,FIL,WBNB
1033,FIL/XBT,Kraken,150692.0,0.01,152683.73,182949.09,FIL,XBT
1034,FIO/BNB,Binance,438101.0,0.02,11491.59,9313.23,FIO,BNB
1035,FLOW/BNB,Binance,640467.0,0.03,511475.17,548655.97,FLOW,BNB
1036,FTM/BNB,Binance,12010919.0,0.6,121712.97,125789.21,FTM,BNB
1037,FTM/ETH,KuCoin,2777689.0,0.01,39784.63,172292.44,FTM,ETH
1038,FTT/BNB,Binance,2626165.0,0.13,504883.75,316934.37,FTT,BNB
1039,FTT/BTC,Binance,12581583.0,0.03,644234.0,599054.6,FTT,BTC
1040,FX/ETH,KuCoin,2180530.0,0.01,187.93,292.31,FX,ETH
1041,GALA/BNB,Binance,998483.0,0.05,104502.33,119406.86,GALA,BNB
1042,GNO/BNB,Binance,672830.0,0.03,9032.15,41557.43,GNO,BNB
1043,HBAR/BNB,Binance,511612.0,0.03,38940.35,50060.49,HBAR,BNB
1044,HBAR/BTC,Binance,11316297.0,0.03,286905.95,280435.88,HBAR,BTC
1045,HOT/BNB,Binance,562866.0,0.03,12662.89,36491.68,HOT,BNB
1046,HOT/VET,OceanEx,2161556.0,0.43,1644.22,1450.94,HOT,VET
1047,HT/ETH,Huobi Global,1652812.0,0.01,37790.71,75984.1,HT,ETH
1048,ICP/BNB,Binance,2268013.0,0.52,39777.32,74712.42,ICP,BNB
1049,ICP/BNB,Binance,2263235.0,0.11,64179.3,75753.93,ICP,BNB
1050,ICP/BTC,Binance,5549590.0,1.28,75727.71,199352.95,ICP,BTC
1051,ICP/BTC,Coinbase Exchange,4814354.0,1.11,185238.21,23612.65,ICP,BTC
1052,ICP/BTC,OKEx,3171232.0,0.73,98101.32,86744.33,ICP,BTC
1053,ICP/BTC,Huobi Global,1118241.0,0.26,62624.02,154020.76,ICP,BTC
1054,ICP/BTC,KuCoin,595023.0,0.14,85950.43,47749.03,ICP,BTC
1055,ICP/BTC,Bitfinex,184446.0,0.04,123734.99,98648.13,ICP,BTC
1056,ICP/BTC,CoinDCX,20936.0,0.0,76241.88,2464366.16,ICP,BTC
1057,ICP/BTC,HitBTC,160.58,0.0,1004666.69,272983.13,ICP,BTC
1058,ICP/BUSD,Binance,13559052.0,3.13,195567.59,173618.08,ICP,BUSD
1059,ICP/BUSD,Tokocrypto,2380.0,0.0,188603.51,290461.85,ICP,BUSD
1060,ICP/BUSD,CoinDCX,276.45,0.0,19743662.33,174538.65,ICP,BUSD
1061,ICP/ETH,Gate.io,73308.0,0.02,38286.56,3725.57,ICP,ETH
1062,ICP/EUR,Coinbase Exchange,5672001.0,1.31,249515.16,257651.87,ICP,EUR
1063,ICP/EUR,Binance,653921.0,0.15,34387.47,56495.3,ICP,EUR
1064,ICP/GBP,Coinbase Exchange,2829319.0,0.65,192960.46,152086.42,ICP,GBP
1065,ICP/INR,CoinDCX,977263.0,0.23,4004.51,3317.83,ICP,INR
1066,ICP/INR,WazirX,904923.0,0.21,9468.89,5594.66,ICP,INR
1067,ICP/INR,Bitbns,370231.0,0.09,165078.84,295098.52,ICP,INR
1068,ICP/KRW,Korbit,10021.0,0.0,3085.99,5910.14,ICP,KRW
1069,ICP/QC,ZB.COM,257135.0,0.06,2806.79,1129.53,ICP,QC
1070,ICP/THB,Satang Pro,5560.0,0.0,5376.24,2660.96,ICP,THB
1071,ICP/TRY,Bitexen,11743958.0,2.71,55215.35,65323.97,ICP,TRY
1072,ICP/USD,Coinbase Exchange,50893936.0,11.75,589232.06,707115.24,ICP,USD
1073,ICP/USD,CEX.IO,436934.0,0.1,31295.55,39776.62,ICP,USD
1074,ICP/USD,Bitfinex,378766.0,0.09,213430.56,185343.25,ICP,USD
1075,ICP/USD,Coinlist Pro,148269.0,0.03,8499.64,55629.16,ICP,USD
1076,ICP/USD,HitBTC,38468.0,0.01,944897.87,164671.1,ICP,USD
1077,ICP/USDT,Binance,108923656.0,25.15,490023.47,1448512.5,ICP,USDT
1078,ICP/USDT,Bitrue,82725720.0,19.1,32787.78,167561.26,ICP,USDT
1079,ICP/USDT,OKEx,44824960.0,10.35,227700.91,283116.49,ICP,USDT
1080,ICP/USDT,Huobi Global,38500484.0,8.89,299835.74,395320.12,ICP,USDT
1081,ICP/USDT,AOFEX,24946372.0,0.0,377456.41,615286.65,ICP,USDT
1082,ICP/USDT,Coinbase Exchange,10893398.0,2.51,244566.82,171317.86,ICP,USDT
1083,ICP/USDT,KuCoin,8920529.0,2.06,355460.49,316969.86,ICP,USDT
1084,ICP/USDT,DigiFinex,6270025.0,1.45,646152.47,994153.48,ICP,USDT
1085,ICP/USDT,Gate.io,5715073.0,1.32,508237.87,611637.06,ICP,USDT
1086,ICP/USDT,ZT,5681552.0,0.0,6447.87,6076.21,ICP,USDT
1087,ICP/USDT,BKEX,3105053.0,0.72,43031.64,31065.45,ICP,USDT
1088,ICP/USDT,XT.COM,2321635.0,0.54,18536.79,33660.85,ICP,USDT
1089,ICP/USDT,LATOKEN,2026516.0,0.47,70375.96,35940.73,ICP,USDT
1090,ICP/USDT,Hoo,1935999.0,0.45,48393.95,89985.5,ICP,USDT
1091,ICP/USDT,Pionex,1658449.0,0.38,299996.01,280990.0,ICP,USDT
1092,ICP/USDT,MEXC,1437612.0,0.33,322174.08,224126.8,ICP,USDT
1093,ICP/USDT,CoinEx,1148579.0,0.27,100607.03,85588.62,ICP,USDT
1094,ICP/USDT,CoinW,1005672.0,0.0,74543.01,61209.77,ICP,USDT
1095,ICP/USDT,BiONE,940422.0,0.22,18994.09,17576.25,ICP,USDT
1096,ICP/USDT,BitMart,603274.0,0.14,53981.51,285965.22,ICP,USDT
1097,ICP/USDT,Bibox,459691.0,0.11,11223.11,15144.58,ICP,USDT
1098,ICP/USDT,BigONE,395800.0,0.0,1285.2,1670.44,ICP,USDT
1099,ICP/USDT,AEX,380618.0,0.09,403742.69,363641.89,ICP,USDT
1100,ICP/USDT,Coinsuper,280836.0,0.06,16623.41,15201.31,ICP,USDT
1101,ICP/USDT,Crypto.com Exchange,232192.0,0.05,242911.1,265014.9,ICP,USDT
1102,ICP/USDT,Coinlist Pro,208805.0,0.05,85452.71,72442.36,ICP,USDT
1103,ICP/USDT,ZB.COM,170222.0,0.04,140526.47,294771.35,ICP,USDT
1104,ICP/USDT,Bybit,155065.0,0.0,621102.33,745868.44,ICP,USDT
1105,ICP/USDT,Tokocrypto,151812.0,0.0,1270922.57,1628920.62,ICP,USDT
1106,ICP/USDT,CoinDCX,112625.0,0.03,51189077.67,1121779.25,ICP,USDT
1107,ICP/USDT,Hotbit,111819.0,0.03,66877.99,42804.13,ICP,USDT
1108,ICP/USDT,Bitget,95799.0,0.0,103652.87,81806.99,ICP,USDT
1109,ICP/USDT,WazirX,72804.0,0.02,10046.25,6614.69,ICP,USDT
1110,ICP/USDT,Jubi,5871.0,0.0,59563.9,36400.05,ICP,USDT
1111,ICP/USDT,Huobi Indonesia,0.0,0.0,323837.55,347920.92,ICP,USDT
1112,ILV/BNB,Binance,729706.0,0.04,37836.87,49857.99,ILV,BNB
1113,INJ/BNB,Binance,3033625.0,0.15,53526.08,82260.31,INJ,BNB
1114,IOST/BNB,Binance,551376.0,0.03,50672.95,35025.4,IOST,BNB
1115,JST/ETH,Huobi Global,4741713.0,0.02,94041.04,96528.33,JST,ETH
1116,KLAY/BNB,Binance,446761.0,0.02,22944.8,12946.16,KLAY,BNB
1117,KSM/DOT,Kraken,188339.0,0.01,24356.1,20636.0,KSM,DOT
1118,LINK/BTC,Binance,32172104.0,0.08,589181.95,509151.98,LINK,BTC
1119,LINK/ETH,Binance,7457897.0,0.04,171458.43,275648.7,LINK,ETH
1120,LINK/ETH,Coinbase Exchange,1758912.0,0.01,92023.33,96912.61,LINK,ETH
1121,LINK/VET,OceanEx,137803.0,0.03,4213.58,4157.08,LINK,VET
1122,LTC/AUD,Kraken,42791.0,0.0,52906.03,78614.6,LTC,AUD
1123,LTC/BCH,Gemini,249.42,0.0,27256.07,102400.05,LTC,BCH
1124,LTC/BCH,Gemini,249.42,0.0,27256.07,102400.05,LTC,BCH
1125,LTC/BNB,Binance,2026454.0,0.06,89465.15,177913.85,LTC,BNB
1126,LTC/BNB,Binance,2025866.0,0.1,90522.4,176033.85,LTC,BNB
1127,LTC/BRL,Binance,1150140.0,0.03,56210.44,26310.95,LTC,BRL
1128,LTC/BTC,Binance,39940588.0,1.09,598128.51,857614.25,LTC,BTC
1129,LTC/BTC,Binance,39878230.0,0.1,597645.07,830512.8,LTC,BTC
1130,LTC/BTC,OKEx,14488063.0,0.39,370727.08,361524.45,LTC,BTC
1131,LTC/BTC,Coinbase Exchange,13517945.0,0.37,583856.8,833566.73,LTC,BTC
1132,LTC/BTC,Coinbase Exchange,13477342.0,0.04,602150.27,850115.68,LTC,BTC
1133,LTC/BTC,Huobi Global,10380648.0,0.28,308685.71,316891.12,LTC,BTC
1134,LTC/BTC,Huobi Global,10367141.0,0.03,299107.88,319229.77,LTC,BTC
1135,LTC/BTC,Poloniex,5144314.0,0.14,160993.61,167801.66,LTC,BTC
1136,LTC/BTC,Bitfinex,4550618.0,0.12,1042820.28,964027.01,LTC,BTC
1137,LTC/BTC,FTX US,4472591.0,0.12,3242679.24,3179243.77,LTC,BTC
1138,LTC/BTC,FTX,3432362.0,0.09,2567603.6,2318291.55,LTC,BTC
1139,LTC/BTC,Crypto.com Exchange,2356773.0,0.06,625948.41,664103.69,LTC,BTC
1140,LTC/BTC,Binance.US,1728759.0,0.05,95950.14,405594.27,LTC,BTC
1141,LTC/BTC,Bittrex,1669871.0,0.05,297258.67,358716.19,LTC,BTC
1142,LTC/BTC,Bitstamp,1253253.0,0.03,368623.48,423236.1,LTC,BTC
1143,LTC/BTC,KuCoin,1236456.0,0.03,146114.98,180911.71,LTC,BTC
1144,LTC/BTC,Bitglobal,779582.0,0.02,272.75,134.12,LTC,BTC
1145,LTC/BTC,AscendEX (Bitmax),565552.0,0.02,23121.94,138992.1,LTC,BTC
1146,LTC/BTC,Gate.io,290554.0,0.01,18898.78,48078.0,LTC,BTC
1147,LTC/BTC,ProBit Global,160777.0,0.0,5662.92,9265.29,LTC,BTC
1148,LTC/BTC,Gemini,146933.0,0.0,131724.69,140185.35,LTC,BTC
1149,LTC/BTC,ZB.COM,101133.0,0.0,1200.79,2084.42,LTC,BTC
1150,LTC/BTC,Bithumb,23247.0,0.0,8041.79,2618.1,LTC,BTC
1151,LTC/BTC,Liquid,5834.0,0.0,30965.8,40092.62,LTC,BTC
1152,LTC/BUSD,Binance,21818876.0,0.59,672082.82,659169.03,LTC,BUSD
1153,LTC/BUSD,PancakeSwap (V2),25251.0,0.0,-,-,LTC,BUSD
1154,LTC/CRO,Crypto.com Exchange,25262.0,0.0,42502.54,56643.55,LTC,CRO
1155,LTC/ETH,Binance,7892870.0,0.04,163834.12,280054.96,LTC,ETH
1156,LTC/ETH,Binance,7796997.0,0.21,184912.0,319410.74,LTC,ETH
1157,LTC/ETH,Kraken,1615075.0,0.04,337109.38,322315.07,LTC,ETH
1158,LTC/ETH,Bitglobal,1035144.0,0.03,-,-,LTC,ETH
1159,LTC/ETH,OKEx,698142.0,0.02,69208.11,168520.68,LTC,ETH
1160,LTC/ETH,KuCoin,294491.0,0.01,6235.7,106246.29,LTC,ETH
1161,LTC/ETH,Bittrex,137945.0,0.0,54765.7,93728.94,LTC,ETH
1162,LTC/ETH,Gemini,24112.0,0.0,37234.96,39097.95,LTC,ETH
1163,LTC/EUR,Coinbase Exchange,6914720.0,0.19,407868.11,479685.03,LTC,EUR
1164,LTC/EUR,Binance,4072004.0,0.11,126518.6,69514.98,LTC,EUR
1165,LTC/EUR,Bitstamp,3548521.0,0.1,527180.84,667603.33,LTC,EUR
1166,LTC/EUR,Kraken,3059619.0,0.08,941277.73,753587.4,LTC,EUR
1167,LTC/EUR,Blockchain.com,49699.0,0.0,17517.03,26960.22,LTC,EUR
1168,LTC/GBP,Coinbase Exchange,4175325.0,0.11,484047.57,282970.05,LTC,GBP
1169,LTC/GBP,Bitstamp,470247.0,0.01,131757.02,157257.16,LTC,GBP
1170,LTC/GBP,Binance,294787.0,0.01,51233.36,39403.51,LTC,GBP
1171,LTC/GBP,Kraken,84473.0,0.0,164974.04,127915.39,LTC,GBP
1172,LTC/HT,Huobi Global,328464.0,0.01,55584.74,39542.72,LTC,HT
1173,LTC/HUSD,Huobi Global,696595.0,0.02,39062.57,45785.36,LTC,HUSD
1174,LTC/IDR,Indodax,261326.0,0.01,66342.23,154226.7,LTC,IDR
1175,LTC/INR,WazirX,388279.0,0.01,118110.29,177646.43,LTC,INR
1176,LTC/JPY,Kraken,10005.0,0.0,187704.69,265841.49,LTC,JPY
1177,LTC/KCS,KuCoin,193614.0,0.01,12861.05,9683.4,LTC,KCS
1178,LTC/KRW,Bithumb,28723832.0,0.78,279530.9,326989.68,LTC,KRW
1179,LTC/OKB,OKEx,15360597.0,0.42,20897.75,36115.92,LTC,OKB
1180,LTC/QC,ZB.COM,5968159.0,0.16,244787.28,227902.98,LTC,QC
1181,LTC/RUB,Binance,392239.0,0.01,38685.55,33771.1,LTC,RUB
1182,LTC/TUSD,Binance,353838.0,0.01,18059.6,39404.59,LTC,TUSD
1183,LTC/UAH,Binance,28738.0,0.0,4581.36,2660.81,LTC,UAH
1184,LTC/USD,Coinbase Exchange,97784050.0,2.66,1643708.29,1461323.84,LTC,USD
1185,LTC/USD,FTX,61785164.0,1.68,3436065.7,3921255.15,LTC,USD
1186,LTC/USD,Bitfinex,25998256.0,0.71,2545533.99,2270388.39,LTC,USD
1187,LTC/USD,FTX US,17331008.0,0.47,3207929.92,3083437.23,LTC,USD
1188,LTC/USD,Kraken,13223091.0,0.36,1229180.74,1599447.17,LTC,USD
1189,LTC/USD,Gemini,9609841.0,0.26,1178432.08,1311461.94,LTC,USD
1190,LTC/USD,Bitstamp,7600679.0,0.21,748978.28,844999.69,LTC,USD
1191,LTC/USD,Gate.io,6545873.0,0.18,63227.3,114265.25,LTC,USD
1192,LTC/USD,Binance.US,4201453.0,0.11,213591.97,448374.46,LTC,USD
1193,LTC/USD,itBit,2534886.0,0.07,386937.92,369742.08,LTC,USD
1194,LTC/USD,eToroX,1152057.0,0.03,1669436.31,2348337.1,LTC,USD
1195,LTC/USD,Bittrex,1103908.0,0.03,294483.99,259826.82,LTC,USD
1196,LTC/USD,Okcoin,657393.0,0.02,149338.01,173269.83,LTC,USD
1197,LTC/USD,Blockchain.com,30820.0,0.0,23041.93,19548.53,LTC,USD
1198,LTC/USDC,Binance,2146172.0,0.06,104399.11,106189.16,LTC,USDC
