Exchange,Symbol,Price,+2% Depth,-2% Depth,Volume,Volume %,Confidence,Liquidity,Updated,Base,Quote
Bittrex,LTC/BTC,179.65,297258.67,358716.19,1669871.0,0.05,High,294.0,Recently,LTC,BTC
Kraken,LTC/ETH,179.59,337109.38,322315.07,1615075.0,0.04,High,304.0,Recently,LTC,ETH
Poloniex,LTC/USDT,179.63,136246.95,156003.81,1423406.0,0.04,High,267.0,Recently,LTC,USDT
Bitstamp,LTC/BTC,179.55,368623.48,423236.1,1253253.0,0.03,High,285.0,Recently,LTC,BTC
KuCoin,LTC/BTC,179.51,146114.98,180911.71,1236456.0,0.03,High,207.0,Recently,LTC,BTC
Binance,LTC/BRL,180.01,56210.44,26310.95,1150140.0,0.03,High,821.0,Recently,LTC,BRL
Bittrex,LTC/USD,179.49,294483.99,259826.82,1103908.0,0.03,High,306.0,Recently,LTC,USD
Bittrex,LTC/USDT,179.18,192933.71,248664.35,893992.0,0.02,High,288.0,Recently,LTC,USDT
Kraken,LTC/USDT,179.22,235856.2,280703.83,868302.0,0.02,High,312.0,Recently,LTC,USDT
Huobi Global,LTC/HUSD,179.34,39062.57,45785.36,696595.0,0.02,High,219.0,Recently,LTC,HUSD
Bitstamp,LTC/GBP,179.18,131757.02,157257.16,470247.0,0.01,High,212.0,Recently,LTC,GBP
Binance,LTC/RUB,179.94,38685.55,33771.1,392239.0,0.01,High,672.0,Recently,LTC,RUB
Binance,LTC/TUSD,179.43,18059.6,39404.59,353838.0,0.01,High,604.0,Recently,LTC,TUSD
Huobi Global,LTC/HT,179.43,55584.74,39542.72,328464.0,0.01,High,177.0,Recently,LTC,HT
Binance,LTC/GBP,176.5,51233.36,39403.51,294787.0,0.01,High,526.0,Recently,LTC,GBP
KuCoin,LTC/ETH,179.53,6235.7,106246.29,294491.0,0.01,High,170.0,Recently,LTC,ETH
Gate.io,LTC/BTC,179.78,18898.78,48078.0,290554.0,0.01,High,159.0,Recently,LTC,BTC
Poloniex,LTC/USDC,179.53,21366.17,16902.96,229436.0,0.01,High,173.0,Recently,LTC,USDC
KuCoin,LTC/KCS,179.14,12861.05,9683.4,193614.0,0.01,High,100.0,Recently,LTC,KCS
KuCoin,LTC/USDC,178.9,122111.03,87517.79,176862.0,0.0,High,142.0,Recently,LTC,USDC
Gemini,LTC/BTC,179.89,131724.69,140185.35,146933.0,0.0,High,140.0,Recently,LTC,BTC
Bittrex,LTC/ETH,179.64,54765.7,93728.94,137945.0,0.0,High,289.0,Recently,LTC,ETH
Kraken,LTC/GBP,179.79,164974.04,127915.39,84473.0,0.0,High,233.0,Recently,LTC,GBP
Kraken,LTC/AUD,180.0,52906.03,78614.6,42791.0,0.0,High,159.0,Recently,LTC,AUD
Binance,LTC/UAH,180.72,4581.36,2660.81,28738.0,0.0,High,701.0,Recently,LTC,UAH
Gemini,LTC/ETH,180.04,37234.96,39097.95,24112.0,0.0,High,96.0,Recently,LTC,ETH
Bithumb,LTC/BTC,184.93,8041.79,2618.1,23247.0,0.0,High,46.0,Recently,LTC,BTC
Kraken,LTC/JPY,180.75,187704.69,265841.49,10005.0,0.0,High,146.0,Recently,LTC,JPY
Liquid,LTC/BTC,179.24,30965.8,40092.62,5834.0,0.0,High,109.0,Recently,LTC,BTC
Gemini,ZEC/LTC,179.49,22213.94,48748.27,1777.0,0.0,High,23.0,Recently,ZEC,LTC
Gemini,LTC/BCH,173.08,27256.07,102400.05,249.42,0.0,High,26.0,Recently,LTC,BCH
OKEx,LTC/USDT,179.69,684593.86,617230.18,75768820.0,2.06,Moderate,551.0,Recently,LTC,USDT
ZB.COM,LTC/USDT,179.46,405436.14,412197.54,58619784.0,1.59,Low,321.0,Recently,LTC,USDT
OKEx,LTC/OKB,179.64,20897.75,36115.92,15360597.0,0.42,Low,194.0,Recently,LTC,OKB
OKEx,LTC/BTC,179.62,370727.08,361524.45,14488063.0,0.39,Moderate,350.0,Recently,LTC,BTC
LBank,LTC/USDT,179.34,1440437.0,1375319.55,7866067.0,0.21,Low,239.0,Recently,LTC,USDT
ZB.COM,LTC/QC,179.28,244787.28,227902.98,5968159.0,0.16,Low,261.0,Recently,LTC,QC
Crypto.com Exchange,LTC/USDT,179.48,875384.01,885419.95,5622791.0,0.15,High,331.0,Recently,LTC,USDT
Bitglobal,LTC/USDT,180.33,1902.34,2190.03,4597561.0,0.13,Low,52.0,Recently,LTC,USDT
OKEx,LTC/USDK,179.55,102993.81,83410.22,3500117.0,0.1,High,228.0,Recently,LTC,USDK
Phemex,LTC/USDT,179.73,-,-,3358280.0,0.09,N/A,-,Recently,LTC,USDT
itBit,LTC/USD,179.45,386937.92,369742.08,2534886.0,0.07,Low,373.0,Recently,LTC,USD
Crypto.com Exchange,LTC/BTC,179.44,625948.41,664103.69,2356773.0,0.06,High,294.0,Recently,LTC,BTC
PancakeSwap (V2),LTC/WBNB,179.96,-,-,1815790.0,0.05,High,-,Recently,LTC,WBNB
eToroX,LTC/USD,179.35,1669436.31,2348337.1,1152057.0,0.03,High,235.0,Recently,LTC,USD
Bitglobal,LTC/ETH,182.1,-,-,1035144.0,0.03,Low,14.0,Recently,LTC,ETH
Bitglobal,LTC/BTC,180.43,272.75,134.12,779582.0,0.02,Low,21.0,Recently,LTC,BTC
OKEx,LTC/ETH,179.68,69208.11,168520.68,698142.0,0.02,High,176.0,Recently,LTC,ETH
Okcoin,LTC/USD,179.4,149338.01,173269.83,657393.0,0.02,High,290.0,Recently,LTC,USD
AscendEX (Bitmax),LTC/USDT,179.28,50098.62,50043.7,619024.0,0.02,High,239.0,Recently,LTC,USDT
AscendEX (Bitmax),LTC/BTC,179.67,23121.94,138992.1,565552.0,0.02,High,159.0,Recently,LTC,BTC
Crypto.com Exchange,LTC/USDC,179.54,517771.93,491863.18,442137.0,0.01,High,261.0,Recently,LTC,USDC
OKEx,LTC/USDC,179.26,20608.08,100211.73,436475.0,0.01,High,173.0,Recently,LTC,USDC
WazirX,LTC/INR,183.45,118110.29,177646.43,388279.0,0.01,High,72.0,Recently,LTC,INR
Indodax,LTC/IDR,180.29,66342.23,154226.7,261326.0,0.01,High,147.0,Recently,LTC,IDR
ProBit,LTC/USDT,179.31,8499.3,10520.02,165335.0,0.0,High,59.0,Recently,LTC,USDT
ProBit Global,LTC/BTC,179.62,5662.92,9265.29,160777.0,0.0,High,58.0,Recently,LTC,BTC
ProBit Global,LTC/USDT,179.28,10530.76,17497.0,152560.0,0.0,High,72.0,Recently,LTC,USDT
ZB.COM,LTC/BTC,179.83,1200.79,2084.42,101133.0,0.0,High,185.0,Recently,LTC,BTC
WazirX,LTC/USDT,178.68,7347.08,6329.01,51006.0,0.0,High,76.0,Recently,LTC,USDT
Blockchain.com,LTC/EUR,179.2,17517.03,26960.22,49699.0,0.0,High,189.0,Recently,LTC,EUR
Blockchain.com,LTC/USD,179.03,23041.93,19548.53,30820.0,0.0,High,244.0,Recently,LTC,USD
Crypto.com Exchange,LTC/CRO,180.92,42502.54,56643.55,25262.0,0.0,High,99.0,Recently,LTC,CRO
PancakeSwap (V2),LTC/BUSD,183.92,-,-,25251.0,0.0,High,-,Recently,LTC,BUSD
Binance,ALGO/USDT,1.9,671617.1,1431868.27,138012851.0,20.69,High,542.0,Recently,ALGO,USDT
Coinbase Exchange,ALGO/USD,1.9,1476758.37,1811605.82,98384158.0,14.75,High,450.0,Recently,ALGO,USD
Huobi Global,ALGO/USDT,1.9,293547.44,294264.74,25496437.0,3.82,Low,357.0,Recently,ALGO,USDT
Binance,ALGO/BUSD,1.9,295223.02,244915.45,23341249.0,3.5,High,592.0,Recently,ALGO,BUSD
Binance.US,ALGO/USD,1.9,346366.9,400931.9,19190885.0,2.88,High,675.0,Recently,ALGO,USD
Binance,ALGO/BTC,1.9,230905.91,365086.64,17171404.0,2.57,High,812.0,Recently,ALGO,BTC
KuCoin,ALGO/USDT,1.9,1406723.23,580559.44,16152133.0,2.42,High,309.0,Recently,ALGO,USDT
Kraken,ALGO/USD,1.9,560137.75,776780.95,9370475.0,1.4,High,422.0,Recently,ALGO,USD
Coinbase Exchange,ALGO/BTC,1.9,330879.69,396540.26,9129451.0,1.37,High,321.0,Recently,ALGO,BTC
Coinbase Exchange,ALGO/EUR,1.89,350325.68,398377.07,8030865.0,1.2,High,295.0,Recently,ALGO,EUR
Gate.io,ALGO/USDT,1.9,548837.75,602172.34,7326674.0,1.1,High,292.0,Recently,ALGO,USDT
Coinbase Exchange,ALGO/GBP,1.9,458193.22,385137.94,6134635.0,0.92,High,251.0,Recently,ALGO,GBP
Huobi Global,ALGO/BTC,1.9,62688.96,72455.71,3408891.0,0.51,Moderate,237.0,Recently,ALGO,BTC
Kraken,ALGO/EUR,1.89,343832.18,472026.68,2953094.0,0.44,High,342.0,Recently,ALGO,EUR
Bithumb,ALGO/KRW,1.94,108496.53,159145.16,2348797.0,0.35,High,192.0,Recently,ALGO,KRW
Bitfinex,ALG/USD,1.9,212108.51,160286.31,2301220.0,0.34,High,242.0,Recently,ALG,USD
Bitstamp,ALGO/USD,1.9,92421.36,98490.15,1633082.0,0.24,High,212.0,Recently,ALGO,USD
Kraken,ALGO/XBT,1.9,260312.17,318739.58,1514040.0,0.23,High,283.0,Recently,ALGO,XBT
Binance.US,ALGO/BUSD,1.89,114951.47,95959.38,1377859.0,0.21,High,910.0,Recently,ALGO,BUSD
Binance,ALGO/BNB,1.89,11106.3,53347.43,970801.0,0.15,High,588.0,Recently,ALGO,BNB
Huobi Global,ALGO/ETH,1.9,27889.29,35234.4,968672.0,0.15,High,150.0,Recently,ALGO,ETH
Bitstamp,ALGO/EUR,1.89,90470.83,109515.75,720583.0,0.11,High,189.0,Recently,ALGO,EUR
Kraken,ALGO/ETH,1.9,56813.24,104653.5,678053.0,0.1,High,263.0,Recently,ALGO,ETH
Kraken,ALGO/GBP,1.9,44209.88,52441.37,584253.0,0.09,High,216.0,Recently,ALGO,GBP
KuCoin,ALGO/BTC,1.9,121472.76,95032.85,558711.0,0.08,High,184.0,Recently,ALGO,BTC
KuCoin,ALGO/ETH,1.9,67061.06,69166.47,478107.0,0.07,High,145.0,Recently,ALGO,ETH
Bitfinex,ALG/UST,1.9,41155.23,42403.7,433960.0,0.07,High,188.0,Recently,ALG,UST
Bittrex,ALGO/BTC,1.9,52879.13,89413.0,415447.0,0.06,High,152.0,Recently,ALGO,BTC
Bittrex,ALGO/USD,1.91,63944.76,108114.3,409762.0,0.06,High,182.0,Recently,ALGO,USD
Bittrex,ALGO/USDT,1.9,56615.94,84917.36,334179.0,0.05,High,170.0,Recently,ALGO,USDT
Bitfinex,ALG/BTC,1.9,19738.2,17724.59,221515.0,0.03,High,161.0,Recently,ALG,BTC
Huobi Global,ALGO/HUSD,1.89,14837.14,11323.31,212296.0,0.03,High,143.0,Recently,ALGO,HUSD
Bitstamp,ALGO/BTC,1.9,24125.68,24294.87,136750.0,0.02,High,166.0,Recently,ALGO,BTC
Binance,ALGO/BIDR,1.9,5888.74,4335.54,104030.0,0.02,High,812.0,Recently,ALGO,BIDR
KuCoin,ALGO/KCS,1.89,22991.52,30258.89,86480.0,0.01,High,100.0,Recently,ALGO,KCS
OKEx,ALGO/USDT,1.9,300943.84,256713.88,79985794.0,11.99,Low,345.0,Recently,ALGO,USDT
ZB.COM,ALGO/USDT,1.9,96181.19,91276.6,3634510.0,0.54,Low,115.0,Recently,ALGO,USDT
OKEx,ALGO/BTC,1.9,164801.64,163011.03,3595255.0,0.54,Moderate,144.0,Recently,ALGO,BTC
ZB.COM,ALGO/QC,1.9,4405.68,7994.77,2517147.0,0.38,Low,55.0,Recently,ALGO,QC
AscendEX (Bitmax),ALGO/USDT,1.9,97241.7,89002.96,2375972.0,0.36,High,190.0,Recently,ALGO,USDT
Crypto.com Exchange,ALGO/BTC,1.9,569760.53,560736.4,2223226.0,0.33,High,234.0,Recently,ALGO,BTC
Crypto.com Exchange,ALGO/USDT,1.9,683904.75,579911.28,1413465.0,0.21,High,217.0,Recently,ALGO,USDT
AscendEX (Bitmax),ALGO/BTC,1.9,45387.63,95275.47,1152724.0,0.17,High,170.0,Recently,ALGO,BTC
eToroX,ALGO/USD,1.95,3894846.44,5364708.69,840473.0,0.13,High,66.0,Recently,ALGO,USD
Phemex,ALGO/USDT,1.89,-,-,683361.0,0.1,N/A,-,Recently,ALGO,USDT
Indodax,ALGO/IDR,1.9,88917.08,95628.79,449690.0,0.07,High,150.0,Recently,ALGO,IDR
Crypto.com Exchange,ALGO/USDC,1.9,305035.59,193851.04,411319.0,0.06,High,213.0,Recently,ALGO,USDC
Coinlist Pro,ALGO/USD,1.9,54659.61,52764.27,377190.0,0.06,High,144.0,Recently,ALGO,USD
WazirX,ALGO/INR,1.96,7560.35,654.61,205127.0,0.03,High,43.0,Recently,ALGO,INR
Crypto.com Exchange,ALGO/CRO,1.91,114403.62,163729.88,131013.0,0.02,High,93.0,Recently,ALGO,CRO
WazirX,ALGO/USDT,1.9,5088.27,5027.25,87800.0,0.01,High,58.0,Recently,ALGO,USDT
Blockchain.com,ALGO/USD,1.9,17029.65,17031.74,75389.0,0.01,High,165.0,Recently,ALGO,USD
Okcoin,ALGO/USD,1.9,11763.59,16677.32,34179.0,0.01,High,129.0,Recently,ALGO,USD
LBank,ALGO/USDT,1.89,7016.65,7027.12,28467.0,0.0,High,75.0,Recently,ALGO,USDT
Blockchain.com,ALGO/BTC,1.86,6511.03,7509.18,8706.0,0.0,High,174.0,Recently,ALGO,BTC
BitZ,ALGO/USDT,1.9,113734.04,108245.15,12643711.0,1.9,Low,219.0,Recently,ALGO,USDT
Paribu,ALGO/TRY,1.88,164996.7,21889689.47,6169135.0,0.92,High,221.0,Recently,ALGO,TRY
Upbit,ALGO/BTC,1.88,34698.74,101510.65,3302032.0,0.5,High,67.0,Recently,ALGO,BTC
Rekeningku.com,ALGO/IDR,1.9,360382247.57,498315732.54,2350214.0,0.35,High,248.0,Recently,ALGO,IDR
Binance TR,ALGO/BUSD,1.9,-,-,2303004.0,0.35,N/A,-,Recently,ALGO,BUSD
EXMO,ALGO/USDT,1.89,30708.13,49435.1,1261692.0,0.19,High,104.0,Recently,ALGO,USDT
EXMO,ALGO/BTC,1.9,28547.87,46629.62,1149692.0,0.17,High,80.0,Recently,ALGO,BTC
EXMO,ALGO/RUB,1.82,2748.06,2674.71,1127537.0,0.17,High,69.0,Recently,ALGO,RUB
WOO Network,ALGO/USDT,1.9,1181085.92,1741660.42,837117.0,0.13,High,397.0,Recently,ALGO,USDT
CoinEx,ALGO/USDT,1.9,36185.88,54944.78,651553.0,0.1,High,159.0,Recently,ALGO,USDT
CoinDCX,ALGO/USDT,1.9,3289459.0,8552144.66,418554.0,0.06,High,373.0,Recently,ALGO,USDT
Alterdice,ALGO/USDT,1.9,6853.87,8556.0,398358.0,0.06,Moderate,87.0,Recently,ALGO,USDT
BTC Markets,ALGO/AUD,1.91,52526.99,43561.33,263478.0,0.04,High,95.0,Recently,ALGO,AUD
Bitbns,ALGO/INR,1.95,34690.53,44472.14,255464.0,0.04,High,85.0,Recently,ALGO,INR
CoinJar,ALGO/USDC,1.9,45590.59,136866.44,138866.0,0.02,High,117.0,Recently,ALGO,USDC
CoinEx,ALGO/BTC,1.9,9435.97,9159.92,38161.0,0.01,High,111.0,Recently,ALGO,BTC
Bitci,ALGO/TRY,1.91,9527.36,1108.07,19019.0,0.0,High,30.0,Recently,ALGO,TRY
Giottus,ALGO/USDT,1.9,-,-,13685.0,0.0,N/A,-,Recently,ALGO,USDT
CoinEx,ALGO/BCH,1.9,2745.23,3302.51,8408.0,0.0,High,69.0,Recently,ALGO,BCH
CoinDCX,ALGO/BTC,1.9,1902747.18,3250342.96,7198.0,0.0,High,294.0,Recently,ALGO,BTC
EXMO,ALGO/EUR,1.87,-,-,468.66,0.0,High,18.0,Recently,ALGO,EUR
CoinDCX,ALGO/ETH,1.95,26852.87,31188.88,205.09,0.0,High,150.0,Recently,ALGO,ETH
CoinDCX,ALGO/BNB,1.9,54413.59,3484913.63,22.35,0.0,High,184.0,Recently,ALGO,BNB
Bitrue,ALGO/USDT,1.9,79172.0,100058.85,68963868.0,10.34,Low,368.0,Recently,ALGO,USDT
HitBTC,ALGO/USD,1.9,1948787.88,507102.3,30303149.0,4.54,Low,282.0,Recently,ALGO,USD
LATOKEN,ALGO/USDT,1.9,27586.39,31603.22,6814780.0,1.02,Moderate,123.0,Recently,ALGO,USDT
Pionex,ALGO/USDT,1.9,433783.26,496597.21,4171968.0,0.63,High,249.0,Recently,ALGO,USDT
Bitay,ALGO/USDT,1.9,87782.6,48626.88,3516171.0,0.53,High,246.0,Recently,ALGO,USDT
HitBTC,ALGO/BTC,1.9,1678816.56,562851.26,3193762.0,0.48,High,241.0,Recently,ALGO,BTC
Hotbit,ALGO/USDT,1.89,59057.98,95493.72,2422761.0,0.36,High,129.0,Recently,ALGO,USDT
BKEX,ALGO/USDT,1.9,30206.81,57822.99,2021409.0,0.3,Low,174.0,Recently,ALGO,USDT
VCC Exchange,ALGO/USDT,1.9,-,-,1891816.0,0.28,N/A,-,Recently,ALGO,USDT
Hoo,ALGO/USDT,1.89,36328.4,17286.45,1617354.0,0.24,Moderate,119.0,Recently,ALGO,USDT
AEX,ALGO/USDT,1.9,162131.08,145067.55,1355505.0,0.2,High,233.0,Recently,ALGO,USDT
ZBG,ALGO/USDT,1.9,58993.24,78530.3,1074368.0,0.16,Low,-,Recently,ALGO,USDT
BitMart,ALGO/BTC,1.9,11987.74,19925.02,985404.0,0.15,Moderate,83.0,Recently,ALGO,BTC
BitMart,ALGO/USDT,1.9,37206.96,30636.78,880816.0,0.13,Moderate,97.0,Recently,ALGO,USDT
MEXC,ALGO/USDT,1.9,62578.75,100552.92,635517.0,0.1,High,301.0,Recently,ALGO,USDT
Decoin,ALGO/BTC,1.9,39857.69,35938.56,624060.0,0.09,High,269.0,Recently,ALGO,BTC
BiONE,ALGO/USDT,1.9,19165.76,18227.08,534653.0,0.08,Low,57.0,Recently,ALGO,USDT
LATOKEN,ALGO/BTC,1.9,4160.87,4031.44,482946.0,0.07,High,100.0,Recently,ALGO,BTC
Bibox,ALGO/ETH,1.9,-,-,457609.0,0.07,Low,6.0,Recently,ALGO,ETH
Decoin,ALGO/USDT,1.89,8694.3,5928.12,401177.0,0.06,High,219.0,Recently,ALGO,USDT
Pionex,ALGO/BTC,1.9,59466.02,57147.71,330408.0,0.05,High,185.0,Recently,ALGO,BTC
Bibox,ALGO/USDT,1.9,14502.86,14865.69,301278.0,0.05,Low,207.0,Recently,ALGO,USDT
Binance,BCH/USDT,613.85,1303504.48,1610398.74,103945263.0,6.52,High,600.0,Recently,BCH,USDT
Huobi Global,BCH/USDT,614.09,615529.2,450073.79,59869768.0,3.75,Low,430.0,Recently,BCH,USDT
Coinbase Exchange,BCH/USD,614.01,1254627.74,1101905.59,31465019.0,1.97,High,466.0,Recently,BCH,USD
FTX US,BCH/USD,613.7,4752313.82,4943046.53,31050873.0,1.95,High,356.0,Recently,BCH,USD
FTX US,BCH/USDT,613.53,5074749.39,4808823.22,28899875.0,1.81,High,348.0,Recently,BCH,USDT
FTX,BCH/USD,613.98,1664709.25,805373.66,17933207.0,1.12,High,442.0,Recently,BCH,USD
Binance,BCH/BTC,613.68,499518.39,516292.63,13453277.0,0.84,High,870.0,Recently,BCH,BTC
Gate.io,BCH/USDT,613.85,700580.06,1053154.57,13396997.0,0.84,High,391.0,Recently,BCH,USDT
Huobi Global,BCH/BTC,613.62,220689.14,269846.36,11171196.0,0.7,High,491.0,Recently,BCH,BTC
Binance,BCH/BUSD,614.47,629634.22,572673.15,9801289.0,0.61,High,657.0,Recently,BCH,BUSD
FTX US,BCH/BTC,620.09,4925406.98,4392762.96,9227140.0,0.58,High,258.0,Recently,BCH,BTC
Coinbase Exchange,BCH/BTC,612.6,574070.22,519050.28,8755429.0,0.55,High,296.0,Recently,BCH,BTC
Bithumb,BCH/KRW,626.35,246025.94,330092.94,7300326.0,0.46,High,212.0,Recently,BCH,KRW
KuCoin,BCH/USDT,614.1,921192.23,417830.02,6796937.0,0.43,High,369.0,Recently,BCH,USDT
FTX,BCH/USDT,613.7,669589.09,731886.9,6741751.0,0.42,High,284.0,Recently,BCH,USDT
Bitstamp,BCH/USD,614.11,656542.12,583157.02,6538809.0,0.41,High,310.0,Recently,BCH,USD
Binance.US,BCH/USD,613.96,201055.27,461576.59,4015287.0,0.25,High,928.0,Recently,BCH,USD
Coinbase Exchange,BCH/EUR,612.65,205714.8,194762.69,3451085.0,0.22,High,305.0,Recently,BCH,EUR
Kraken,BCH/USD,612.93,1001941.42,1035650.68,3161413.0,0.2,High,454.0,Recently,BCH,USD
Coinbase Exchange,BCH/GBP,612.24,375397.93,121825.28,2181853.0,0.14,High,247.0,Recently,BCH,GBP
FTX,BCH/BTC,619.22,539313.7,499698.21,2160680.0,0.14,High,210.0,Recently,BCH,BTC
Kraken,BCH/EUR,613.32,720986.99,742675.11,2080615.0,0.13,High,489.0,Recently,BCH,EUR
Gemini,BCH/USD,613.01,674004.54,766492.54,2005408.0,0.13,High,236.0,Recently,BCH,USD
Bitstamp,BCH/EUR,614.44,349610.09,276347.51,1851842.0,0.12,High,221.0,Recently,BCH,EUR
Binance.US,BCH/BTC,614.06,321629.78,384287.83,1599751.0,0.1,High,698.0,Recently,BCH,BTC
Binance.US,BCH/USDT,613.47,131461.01,191100.34,1491156.0,0.09,High,949.0,Recently,BCH,USDT
Binance,BCH/BNB,613.88,69713.13,62186.11,1458722.0,0.09,High,887.0,Recently,BCH,BNB
Kraken,BCH/XBT,613.14,654622.2,679253.62,1051231.0,0.07,High,267.0,Recently,BCH,XBT
Binance,BCH/EUR,605.71,87990.31,53656.31,1013075.0,0.06,High,530.0,Recently,BCH,EUR
Binance,BCH/USDC,613.95,141710.44,83750.88,968864.0,0.06,High,572.0,Recently,BCH,USDC
Bittrex,BCH/USD,613.85,83047.03,139058.19,807824.0,0.05,High,300.0,Recently,BCH,USD
Bittrex,BCH/USDT,611.13,76326.15,120128.13,791003.0,0.05,High,280.0,Recently,BCH,USDT
Kraken,BCH/USDT,614.23,226694.24,221136.59,640856.0,0.04,High,266.0,Recently,BCH,USDT
Zaif,BCH/JPY,609.77,43719.3,49718.45,563466.0,0.04,High,113.0,Recently,BCH,JPY
Bittrex,BCH/BTC,613.79,115165.56,167906.85,528387.0,0.03,High,281.0,Recently,BCH,BTC
KuCoin,BCH/BTC,613.14,128068.53,151120.78,486182.0,0.03,High,204.0,Recently,BCH,BTC
Poloniex,BCH/USDC,611.98,4230.76,10376.28,475972.0,0.03,High,152.0,Recently,BCH,USDC
Bitstamp,BCH/GBP,613.18,133733.34,147443.83,465601.0,0.03,High,214.0,Recently,BCH,GBP
Gate.io,BCH/USD,620.68,109663.44,158820.31,451264.0,0.03,High,163.0,2 hours ago,BCH,USD
Huobi Global,BCH/HUSD,613.01,16029.51,17799.54,404995.0,0.03,High,181.0,Recently,BCH,HUSD
Kraken,BCH/ETH,612.85,143798.86,280918.23,383436.0,0.02,High,222.0,Recently,BCH,ETH
Poloniex,BCH/BTC,613.9,20998.88,31963.28,314511.0,0.02,High,257.0,Recently,BCH,BTC
Poloniex,BCH/USDT,613.86,26662.22,31963.48,313333.0,0.02,High,252.0,Recently,BCH,USDT
Bitstamp,BCH/BTC,614.28,180085.6,239517.25,199716.0,0.01,High,211.0,Recently,BCH,BTC
Liquid,BCH/JPY,612.85,72182.93,128069.99,146818.0,0.01,High,150.0,Recently,BCH,JPY
Bittrex,BCH/ETH,613.78,68349.24,148111.43,142248.0,0.01,High,308.0,Recently,BCH,ETH
Gate.io,BCH/BTC,614.76,12576.53,15944.51,124732.0,0.01,High,154.0,Recently,BCH,BTC
Huobi Global,BCH/HT,611.67,5017.36,13876.16,93377.0,0.01,High,60.0,Recently,BCH,HT
Gemini,BCH/BTC,614.76,114346.53,110510.77,84357.0,0.01,High,120.0,Recently,BCH,BTC
Kraken,BCH/GBP,610.45,36010.01,76789.08,54418.0,0.0,High,143.0,Recently,BCH,GBP
Liquid,BCH/USD,609.24,79383.58,157916.44,44005.0,0.0,High,133.0,Recently,BCH,USD
KuCoin,BCH/USDC,622.79,32282.22,60754.35,39325.0,0.0,High,139.0,Recently,BCH,USDC
Liquid,BCH/BTC,609.41,5829.34,58025.88,38596.0,0.0,High,87.0,Recently,BCH,BTC
bitFlyer,BCH/BTC,623.39,42224.21,39498.22,24507.0,0.0,High,113.0,Recently,BCH,BTC
Gemini,BCH/ETH,610.33,35665.15,87159.6,20823.0,0.0,High,116.0,Recently,BCH,ETH
Bithumb,BCH/BTC,614.36,6474.71,3901.41,18870.0,0.0,High,30.0,Recently,BCH,BTC
Bittrex,BCH/EUR,609.02,26755.2,32356.58,17063.0,0.0,High,79.0,Recently,BCH,EUR
Kraken,BCH/JPY,615.45,176281.33,186841.25,14410.0,0.0,High,144.0,2 hours ago,BCH,JPY
Kraken,BCH/AUD,605.06,68176.43,65224.53,7152.0,0.0,High,157.0,Recently,BCH,AUD
KuCoin,BCH/KCS,613.83,1078.94,12724.0,1646.0,0.0,High,94.0,Recently,BCH,KCS
Gemini,LTC/BCH,614.2,27256.07,102400.05,249.42,0.0,High,26.0,Recently,LTC,BCH
OKEx,BCH/USDT,614.15,709973.35,931601.35,114219574.0,7.16,Low,494.0,Recently,BCH,USDT
LBank,BCH/USDT,613.59,1176347.78,1181670.82,24775242.0,1.55,Low,176.0,Recently,BCH,USDT
OKEx,BCH/USDK,613.73,185987.04,97054.77,11340429.0,0.71,Moderate,239.0,Recently,BCH,USDK
OKEx,BCH/BTC,613.68,301010.67,401194.44,8293181.0,0.52,Moderate,259.0,Recently,BCH,BTC
Bitglobal,BCH/USDT,614.55,3359.34,3799.24,5244146.0,0.33,Low,54.0,Recently,BCH,USDT
ZB.COM,BCH/USDT,613.68,611927.17,326369.99,4595317.0,0.29,Moderate,317.0,Recently,BCH,USDT
Phemex,BCH/USDT,614.38,-,-,3767462.0,0.24,N/A,-,Recently,BCH,USDT
Bitglobal,BCH/BTC,610.49,607.36,390.21,2849690.0,0.18,Low,27.0,Recently,BCH,BTC
Bitglobal,BCH/ETH,617.18,567.69,407.78,2266778.0,0.14,Low,31.0,Recently,BCH,ETH
AscendEX (Bitmax),BCH/USDT,613.46,278839.01,240439.87,2174819.0,0.14,High,289.0,Recently,BCH,USDT
Crypto.com Exchange,BCH/BTC,613.89,522745.67,536652.7,1633824.0,0.1,High,258.0,Recently,BCH,BTC
AscendEX (Bitmax),BCH/BTC,613.89,120318.74,147751.08,1627245.0,0.1,High,199.0,Recently,BCH,BTC
itBit,BCH/USD,613.85,301547.85,335521.42,1323310.0,0.08,Low,611.0,Recently,BCH,USD
Crypto.com Exchange,BCH/USDT,613.61,619752.64,517666.16,864655.0,0.05,High,308.0,Recently,BCH,USDT
OKEx,BCH/USDC,613.27,85166.5,92910.64,859609.0,0.05,High,198.0,Recently,BCH,USDC
ZB.COM,BCH/QC,614.61,8626.15,73926.17,706141.0,0.04,Moderate,177.0,Recently,BCH,QC
eToroX,BCH/USD,619.25,2281318.2,1765066.04,651574.0,0.04,High,230.0,2 hours ago,BCH,USD
ProBit,BCH/USDT,619.76,3003.8,3659.38,158146.0,0.01,High,94.0,Recently,BCH,USDT
WazirX,BCH/INR,633.93,12138.35,3211.73,126263.0,0.01,High,58.0,Recently,BCH,INR
Indodax,BCH/IDR,616.06,19537.19,18791.33,117370.0,0.01,High,137.0,Recently,BCH,IDR
Blockchain.com,BCH/USD,619.58,19117.82,18533.4,90377.0,0.01,High,246.0,2 hours ago,BCH,USD
Crypto.com Exchange,BCH/CRO,616.31,267873.44,327645.87,80973.0,0.01,High,116.0,Recently,BCH,CRO
