Exchange,Symbol,Price,+2% Depth,-2% Depth,Volume,Volume %,Confidence,Liquidity,Updated,Base,Quote
KuCoin,SOL/USDT,155.82,1202374.28,807837.39,31938733.0,1.17,High,375.0,Recently,SOL,USDT
Binance,SOL/TRY,155.51,347319.46,147223.16,30446191.0,1.12,High,675.0,Recently,SOL,TRY
Bitfinex,SOL/USD,155.67,4032042.64,2905364.44,28550879.0,1.05,High,330.0,Recently,SOL,USD
Coinbase Exchange,SOL/BTC,155.77,638772.28,803780.82,24087303.0,0.88,High,363.0,Recently,SOL,BTC
Coinbase Exchange,SOL/EUR,155.37,540794.01,621724.18,23412225.0,0.86,High,382.0,Recently,SOL,EUR
FTX US,SOL/USD,155.81,1524800.73,1049597.78,17151610.0,0.63,Moderate,240.0,Recently,SOL,USD
Binance.US,SOL/USDT,155.71,491156.9,693944.3,15940833.0,0.58,High,660.0,Recently,SOL,USDT
Gate.io,SOL/USDT,155.74,692537.26,960248.41,15073688.0,0.55,High,348.0,Recently,SOL,USDT
Bithumb,SOL/KRW,159.69,393371.6,818089.4,13330278.0,0.49,High,171.0,Recently,SOL,KRW
FTX,SOL/BTC,155.63,676612.19,382851.6,12508977.0,0.46,High,307.0,Recently,SOL,BTC
Coinbase Exchange,SOL/USDT,155.63,640059.12,668609.61,11330839.0,0.42,High,291.0,Recently,SOL,USDT
Binance,SOL/EUR,154.06,203779.25,283164.77,10860329.0,0.4,High,618.0,Recently,SOL,EUR
Bitfinex,SOL/UST,155.58,1192773.9,1413329.08,9883617.0,0.36,High,294.0,Recently,SOL,UST
FTX US,SOL/USDT,155.49,1319238.01,826447.56,7713774.0,0.28,High,314.0,Recently,SOL,USDT
Binance,SOL/BNB,155.72,330136.81,394987.11,7677516.0,0.28,High,811.0,Recently,SOL,BNB
Coinbase Exchange,SOL/GBP,155.55,552239.65,658018.7,6732112.0,0.25,High,251.0,Recently,SOL,GBP
Huobi Global,SOL/BTC,155.77,304356.53,407945.67,4687889.0,0.17,Moderate,276.0,Recently,SOL,BTC
FTX US,SOL/BTC,154.9,1136748.49,829098.67,3606924.0,0.13,High,164.0,Recently,SOL,BTC
Binance,SOL/AUD,155.34,16755.98,82824.78,2698495.0,0.1,High,737.0,Recently,SOL,AUD
Binance,SOL/BRL,155.89,217627.42,92293.67,2255918.0,0.08,High,805.0,Recently,SOL,BRL
Binance,SOL/USDC,155.65,165131.98,206330.66,2192202.0,0.08,High,773.0,Recently,SOL,USDC
Binance,SOL/GBP,153.21,186127.67,71706.77,1322948.0,0.05,High,758.0,Recently,SOL,GBP
Huobi Global,SOL/ETH,156.04,50402.15,57870.35,937269.0,0.03,High,186.0,Recently,SOL,ETH
Binance,SOL/BIDR,155.56,12731.35,9959.51,661569.0,0.02,High,596.0,Recently,SOL,BIDR
Binance,SOL/RUB,155.54,3960.39,17029.08,98622.0,0.0,High,765.0,Recently,SOL,RUB
Bithumb,SOL/BTC,158.79,10851.56,8999.42,61293.0,0.0,High,39.0,Recently,SOL,BTC
OKEx,SOL/USDT,155.89,637445.22,614605.59,235123288.0,8.62,Low,513.0,Recently,SOL,USDT
OKEx,SOL/BTC,155.79,487852.32,493425.97,87249099.0,3.2,Low,455.0,Recently,SOL,BTC
OKEx,SOL/ETH,155.72,265171.93,318465.47,51272553.0,1.88,Low,294.0,Recently,SOL,ETH
Phemex,SOL/USDT,155.22,-,-,38192954.0,1.4,N/A,-,Recently,SOL,USDT
Bitglobal,SOL/USDT,155.05,974.3,2946.85,24940183.0,0.91,Low,60.0,Recently,SOL,USDT
Serum DEX,SOL/USDC,155.59,-,-,24503315.0,0.9,N/A,-,Recently,SOL,USDC
Bitglobal,SOL/BTC,156.66,621.96,1243.92,12705026.0,0.47,Low,31.0,Recently,SOL,BTC
Crypto.com Exchange,SOL/USDT,155.5,572018.0,587316.84,9830044.0,0.36,High,319.0,Recently,SOL,USDT
LBank,SOL/USDT,155.44,1082119.99,442311.07,8634747.0,0.32,Low,175.0,Recently,SOL,USDT
AscendEX (Bitmax),SOL/USDT,155.61,377048.21,367298.97,4227208.0,0.15,High,254.0,Recently,SOL,USDT
Serum DEX,SOL/USDT,154.7,-,-,3273687.0,0.12,N/A,-,Recently,SOL,USDT
ZB.COM,SOL/USDT,155.33,141486.19,131059.84,3223964.0,0.12,Low,176.0,Recently,SOL,USDT
ZB.COM,SOL/QC,154.96,23582.07,27323.3,2326790.0,0.09,Low,85.0,Recently,SOL,QC
Crypto.com Exchange,SOL/USDC,155.59,3070987.79,3267913.76,1030886.0,0.04,High,292.0,Recently,SOL,USDC
WazirX,SOL/INR,161.22,20964.46,11263.95,1026374.0,0.04,High,109.0,Recently,SOL,INR
WazirX,SOL/USDT,156.03,13779.78,8435.24,541610.0,0.02,High,101.0,Recently,SOL,USDT
Crypto.com Exchange,SOL/BTC,155.6,288206.22,321982.42,329524.0,0.01,High,197.0,Recently,SOL,BTC
Coinlist Pro,SOL/USDT,155.56,24299.06,31024.97,141111.0,0.01,High,180.0,Recently,SOL,USDT
Coinlist Pro,SOL/USD,155.59,27795.19,35328.66,104486.0,0.0,High,186.0,Recently,SOL,USD
Raydium,SOL/USDC,155.44,-,-,54589501.0,2.0,N/A,-,Recently,SOL,USDC
Bitexen,SOL/TRY,155.38,55478.17,91413.93,33015052.0,1.21,High,267.0,Recently,SOL,TRY
Binance TR,SOL/TRY,155.34,-,-,20449336.0,0.75,N/A,-,Recently,SOL,TRY
Raydium,SOL/USDT,155.56,-,-,17571931.0,0.64,N/A,-,Recently,SOL,USDT
Raydium,RAY/SOL,155.49,-,-,14728822.0,0.54,N/A,-,Recently,RAY,SOL
WOO Network,SOL/USDT,155.49,6142124.49,4548586.33,13334690.0,0.49,High,615.0,Recently,SOL,USDT
BtcTurk | Pro,SOL/TRY,154.63,456566.84,758317.87,12685732.0,0.46,High,264.0,Recently,SOL,TRY
ExMarkets,SOL/USDT,155.52,348517.84,559213.01,12502134.0,0.46,Low,184.0,Recently,SOL,USDT
XT.COM,SOL/USDT,156.35,474848.67,699547.99,10067700.0,0.37,High,623.0,Recently,SOL,USDT
Orca,ORCA/SOL[AQUAFARM],155.49,-,-,7045763.0,0.26,N/A,-,Recently,ORCA,SOL[AQUAFARM]
BtcTurk | Pro,SOL/USDT,155.59,311835.55,296107.92,5322563.0,0.2,High,207.0,Recently,SOL,USDT
CoinEx,SOL/USDT,155.84,289704.56,389371.19,4834331.0,0.18,High,298.0,Recently,SOL,USDT
Paribu,SOL/TRY,155.46,264120.36,734090.22,3627871.0,0.13,High,164.0,Recently,SOL,TRY
AAX,SOL/USDT,155.54,903663.4,1091408.3,3548645.0,0.13,High,335.0,Recently,SOL,USDT
Binance TR,SOL/BUSD,155.5,-,-,3150068.0,0.12,N/A,-,Recently,SOL,BUSD
CoinDCX,SOL/USDT,155.42,2384260.42,2264965.22,1779094.0,0.07,High,679.0,Recently,SOL,USDT
CEX.IO,SOL/USD,155.58,75051.62,92286.58,1381448.0,0.05,High,341.0,Recently,SOL,USD
CoinDCX,SOL/INR,160.33,5194.52,11943.05,1218106.0,0.04,High,97.0,Recently,SOL,INR
KickEX,SOL/USDT,155.59,81259.19,71020.18,1154625.0,0.04,High,106.0,Recently,SOL,USDT
BankCEX,SOL/USDT,155.23,1133763.32,1085631.42,960200.0,0.04,High,99.0,Recently,SOL,USDT
Raydium,SLIM/SOL,155.49,-,-,622877.0,0.02,N/A,-,Recently,SLIM,SOL
Raydium,SRM/SOL,155.33,-,-,586323.0,0.02,N/A,-,Recently,SRM,SOL
Bitbns,SOL/INR,160.45,921880.09,848023.02,470319.0,0.02,High,95.0,Recently,SOL,INR
CoinDCX,SOL/BTC,155.51,17655462.22,104331638.28,265630.0,0.01,High,516.0,Recently,SOL,BTC
Giottus,SOL/USDT,155.58,-,-,260984.0,0.01,N/A,-,Recently,SOL,USDT
ExMarkets,SOLD/SOL,155.83,4763.99,3167.47,210649.0,0.01,High,88.0,Recently,SOLD,SOL
NovaDAX,SOL/BRL,154.58,146657.39,182934.48,136047.0,0.0,High,155.0,Recently,SOL,BRL
Deepcoin,SOL/USDT,155.48,964141.61,429301.81,101732.0,0.0,Low,546.0,Recently,SOL,USDT
CoinEx,SOL/BTC,155.49,18794.94,19769.14,81264.0,0.0,High,107.0,Recently,SOL,BTC
NovaDAX,SOL/USDT,153.63,34709.75,51223.88,50779.0,0.0,High,96.0,Recently,SOL,USDT
Orca,SOL/USDC,155.57,-,-,46100.0,0.0,N/A,-,Recently,SOL,USDC
Raydium,SMRT/SOL,155.49,-,-,31101.0,0.0,N/A,-,Recently,SMRT,SOL
CoinEx,SOL/USDC,155.25,3084.01,4395.4,23873.0,0.0,High,78.0,Recently,SOL,USDC
Raydium,LIQ/SOL,155.49,-,-,9626.0,0.0,N/A,-,Recently,LIQ,SOL
Raydium,SPWN/SOL,155.49,-,-,8367.0,0.0,N/A,-,Recently,SPWN,SOL
CoinDCX,SOL/BNB,155.46,23244949.29,423828.99,6264.0,0.0,High,303.0,Recently,SOL,BNB
Orca,SOL/USDT,155.62,-,-,2481.0,0.0,N/A,-,Recently,SOL,USDT
Orca,SOL/STEP,155.55,-,-,783.36,0.0,N/A,-,Recently,SOL,STEP
Raydium,SOLAPE/SOL,155.33,-,-,16.81,0.0,N/A,-,Recently,SOLAPE,SOL
BW.com,SOL/USDT,155.28,5309.54,6692.88,137521132.0,5.04,Low,65.0,Recently,SOL,USDT
DigiFinex,SOL/USDT,155.59,1908978.51,981112.29,44494161.0,1.63,Low,257.0,Recently,SOL,USDT
LATOKEN,SOL/USDT,155.61,332475.91,123387.12,29944766.0,1.1,High,339.0,Recently,SOL,USDT
BitMart,SOL/USDT,155.4,773630.37,76738.09,19985999.0,0.73,Low,129.0,Recently,SOL,USDT
Pionex,SOL/USDT,155.52,2321189.27,3446233.5,9978332.0,0.37,High,261.0,Recently,SOL,USDT
AEX,SOL/USDT,155.56,406727.74,546867.47,9776224.0,0.36,High,269.0,Recently,SOL,USDT
Bibox,SOL/USDT,154.8,65506.7,81667.69,7945308.0,0.29,Low,367.0,Recently,SOL,USDT
Pionex,SOL/BTC,155.55,321276.91,563439.19,7159076.0,0.26,High,253.0,Recently,SOL,BTC
Binance,DOT/USDT,34.41,2291964.03,3090101.35,708252084.0,25.51,High,681.0,Recently,DOT,USDT
Huobi Global,DOT/USDT,34.39,1316775.84,1723186.16,200809749.0,7.23,Low,523.0,Recently,DOT,USDT
Coinbase Exchange,DOT/USD,34.42,1804680.27,1580335.69,122820026.0,4.42,High,465.0,Recently,DOT,USD
Binance,DOT/BTC,34.39,524150.03,615881.95,110847326.0,3.99,High,838.0,Recently,DOT,BTC
Binance,DOT/BUSD,34.41,727520.93,754408.13,81439033.0,2.93,High,564.0,Recently,DOT,BUSD
Gate.io,DOT/USDT,34.41,723156.85,851285.85,74391723.0,2.68,High,388.0,Recently,DOT,USDT
KuCoin,DOT/USDT,34.38,930750.12,1423755.36,58217146.0,2.1,High,472.0,Recently,DOT,USDT
Kraken,DOT/USD,34.4,2536541.85,5559441.91,55422870.0,2.0,High,602.0,Recently,DOT,USD
Bithumb,DOT/KRW,35.18,399458.11,465129.63,50959268.0,1.84,High,226.0,Recently,DOT,KRW
Kraken,DOT/EUR,34.39,1509208.58,1371546.54,20025361.0,0.72,High,521.0,Recently,DOT,EUR
Bitfinex,DOT/USD,34.41,1398411.95,5451998.75,19318063.0,0.7,High,339.0,Recently,DOT,USD
Binance,DOT/BNB,34.4,180049.28,289565.42,16782120.0,0.6,High,511.0,Recently,DOT,BNB
Huobi Global,DOT/BTC,34.38,315412.02,352153.45,16108250.0,0.58,Moderate,346.0,Recently,DOT,BTC
Binance,DOT/EUR,34.01,193278.22,146745.76,13424533.0,0.48,High,830.0,Recently,DOT,EUR
Coinbase Exchange,DOT/BTC,34.39,357056.6,571420.05,10864346.0,0.39,High,333.0,Recently,DOT,BTC
Binance,DOT/TRY,34.35,155526.41,220232.5,10107981.0,0.36,High,824.0,Recently,DOT,TRY
Kraken,DOT/XBT,34.42,844059.3,915150.89,8568551.0,0.31,High,489.0,Recently,DOT,XBT
Coinbase Exchange,DOT/EUR,34.16,577344.22,467207.61,7960897.0,0.29,High,284.0,Recently,DOT,EUR
Coinbase Exchange,DOT/USDT,34.5,372482.94,309430.06,5622634.0,0.2,High,260.0,Recently,DOT,USDT
Coinbase Exchange,DOT/GBP,34.51,265389.89,291776.61,5068747.0,0.18,High,311.0,Recently,DOT,GBP
Kraken,DOT/USDT,34.39,708758.44,623375.69,4946854.0,0.18,High,355.0,Recently,DOT,USDT
Bitfinex,DOT/UST,34.39,1185088.83,5969146.56,4878248.0,0.18,High,312.0,Recently,DOT,UST
KuCoin,DOT/BTC,34.36,132429.1,150152.45,4062921.0,0.15,High,218.0,Recently,DOT,BTC
Kraken,DOT/GBP,34.56,268105.58,152481.23,1856495.0,0.07,High,276.0,Recently,DOT,GBP
Kraken,DOT/ETH,34.45,396893.16,559180.2,1850240.0,0.07,High,262.0,Recently,DOT,ETH
Huobi Global,DOT/HUSD,34.47,45567.33,99040.71,1609709.0,0.06,Moderate,172.0,Recently,DOT,HUSD
Binance,DOT/GBP,33.9,65293.99,58039.33,1567166.0,0.06,High,687.0,Recently,DOT,GBP
Bittrex,DOT/USD,34.46,241363.17,124205.54,1435478.0,0.05,High,179.0,Recently,DOT,USD
Bitfinex,DOT/BTC,34.41,821055.34,2560050.07,1335307.0,0.05,High,201.0,Recently,DOT,BTC
Bittrex,DOT/BTC,34.48,227456.51,235178.22,1313766.0,0.05,High,183.0,Recently,DOT,BTC
Gate.io,DOT/BTC,34.41,27855.74,41045.36,1137917.0,0.04,High,176.0,Recently,DOT,BTC
Binance,DOT/BRL,34.51,78015.53,37657.21,1107101.0,0.04,High,931.0,Recently,DOT,BRL
Binance,DOT/AUD,34.4,25278.13,14820.57,1080278.0,0.04,High,916.0,Recently,DOT,AUD
Bittrex,DOT/USDT,34.5,244874.39,148448.22,1037609.0,0.04,High,186.0,Recently,DOT,USDT
Poloniex,DOT/USDT,34.39,179103.39,59586.75,999952.0,0.04,High,222.0,Recently,DOT,USDT
KuCoin,DOT/UST,34.6,54340.71,53685.75,815599.0,0.03,High,185.0,Recently,DOT,UST
Binance,DOT/BIDR,34.46,78905.46,43079.03,768869.0,0.03,High,812.0,Recently,DOT,BIDR
Bittrex,DOT/ETH,34.6,228384.02,113841.31,504447.0,0.02,High,168.0,Recently,DOT,ETH
Poloniex,DOT/BTC,34.38,34709.18,22974.81,468443.0,0.02,High,209.0,Recently,DOT,BTC
Binance,DOT/RUB,34.5,48764.21,37834.83,213333.0,0.01,High,941.0,Recently,DOT,RUB
Kraken,KSM/DOT,34.4,24356.1,20636.0,188339.0,0.01,High,125.0,Recently,KSM,DOT
KuCoin,DOT/KCS,34.49,33610.42,26075.53,177024.0,0.01,High,97.0,Recently,DOT,KCS
Bittrex,DOT/EUR,34.54,191814.96,31767.54,109485.0,0.0,High,66.0,Recently,DOT,EUR
Kraken,DOT/AUD,34.64,6041.16,8578.24,62612.0,0.0,High,107.0,Recently,DOT,AUD
Liquid,DOT/BTC,34.22,20071.39,22042.46,1024.0,0.0,High,92.0,Recently,DOT,BTC
Liquid,DOT/USDT,33.3,11578.06,9687.14,340.03,0.0,High,97.0,Recently,DOT,USDT
OKEx,DOT/USDT,34.41,621825.45,1005177.91,255680615.0,9.21,Low,451.0,Recently,DOT,USDT
Phemex,DOT/USDT,34.46,-,-,61827196.0,2.23,N/A,-,Recently,DOT,USDT
OKEx,DOT/BTC,34.38,437011.21,585048.11,57552075.0,2.07,Low,342.0,Recently,DOT,BTC
LBank,DOT/USDT,34.39,1438063.81,1391189.83,27899302.0,1.0,Low,258.0,Recently,DOT,USDT
Crypto.com Exchange,DOT/USDT,34.41,1130943.62,840489.13,27138015.0,0.98,High,490.0,Recently,DOT,USDT
PancakeSwap (V2),DOT/WBNB,34.47,-,-,12330664.0,0.44,High,-,Recently,DOT,WBNB
Crypto.com Exchange,DOT/USDC,34.41,601089.33,613128.09,5597648.0,0.2,High,316.0,Recently,DOT,USDC
Crypto.com Exchange,DOT/BTC,34.4,662848.07,687934.92,4344119.0,0.16,High,330.0,Recently,DOT,BTC
AscendEX (Bitmax),DOT/USDT,34.38,407635.51,279264.28,3985224.0,0.14,High,304.0,Recently,DOT,USDT
ZB.COM,DOT/USDT,34.4,316395.0,264996.84,1526447.0,0.05,Moderate,234.0,Recently,DOT,USDT
OKEx,DOT/ETH,34.41,227705.16,531492.0,1502482.0,0.05,High,211.0,Recently,DOT,ETH
WazirX,DOT/INR,35.21,6407.83,11549.59,1192565.0,0.04,High,80.0,Recently,DOT,INR
Indodax,DOT/IDR,34.5,220289.91,178646.03,990829.0,0.04,High,182.0,Recently,DOT,IDR
CoinFLEX,DOT/USD,34.4,3784.02,3784.02,403520.0,0.01,Low,59.0,Recently,DOT,USD
Bitglobal,DOT/USDT,24.49,7829.53,142.69,400516.0,0.01,Low,24.0,Recently,DOT,USDT
WazirX,DOT/USDT,34.5,10481.44,6780.97,258425.0,0.01,High,83.0,Recently,DOT,USDT
Crypto.com Exchange,DOT/CRO,34.45,8873.43,583012.84,203440.0,0.01,High,84.0,Recently,DOT,CRO
Okcoin,DOT/USD,34.55,26307.6,32974.41,172310.0,0.01,High,178.0,Recently,DOT,USD
ProBit Global,DOT/USDT,34.4,3600.49,38911.47,152364.0,0.01,High,67.0,Recently,DOT,USDT
Coinlist Pro,DOT/USDT,34.39,40885.74,41882.1,140660.0,0.01,High,180.0,Recently,DOT,USDT
Coinlist Pro,DOT/USD,34.4,40885.74,41882.66,94762.0,0.0,High,185.0,Recently,DOT,USD
PancakeSwap,DOT/WBNB,34.23,-,-,76279.0,0.0,High,-,Recently,DOT,WBNB
PancakeSwap (V2),CCAKE/DOT,34.4,-,-,48764.0,0.0,High,-,Recently,CCAKE,DOT
PancakeSwap (V2),DOT/ELP,34.43,-,-,20328.0,0.0,High,-,Recently,DOT,ELP
PancakeSwap (V2),ADA/DOT,34.4,-,-,18512.0,0.0,High,-,Recently,ADA,DOT
Blockchain.com,DOT/USD,36.99,-,359.29,10941.0,0.0,High,11.0,Recently,DOT,USD
Blockchain.com,DOT/EUR,34.66,104.31,-,5591.0,0.0,High,19.0,Recently,DOT,EUR
PancakeSwap,DOT/BUSD,34.28,-,-,4111.0,0.0,High,-,Recently,DOT,BUSD
PancakeSwap,DOT/PASTA,34.68,-,-,1683.0,0.0,High,-,Recently,DOT,PASTA
PancakeSwap,BBOO/DOT,34.4,-,-,243.39,0.0,High,-,Recently,BBOO,DOT
Upbit,DOT/KRW,35.14,281580.57,322406.44,120970225.0,4.36,Moderate,234.0,Recently,DOT,KRW
WOO Network,DOT/USDT,34.4,3562335.28,4045277.66,35802594.0,1.29,Moderate,476.0,Recently,DOT,USDT
XT.COM,DOT/USDT,34.4,4407679.63,2486044.99,32000862.0,1.15,Moderate,561.0,Recently,DOT,USDT
BtcTurk | Pro,DOT/TRY,34.17,762884.68,879680.25,15500650.0,0.56,High,229.0,Recently,DOT,TRY
Bitexen,DOT/TRY,34.38,106426.4,90298.91,15243178.0,0.55,High,250.0,Recently,DOT,TRY
AAX,DOT/USDT,34.41,488693.42,457280.86,10098169.0,0.36,High,211.0,Recently,DOT,USDT
BitWell,DOT/USDT,34.38,148283.05,194318.01,8022560.0,0.29,Low,151.0,Recently,DOT,USDT
Binance TR,DOT/TRY,34.38,-,-,6930399.0,0.25,N/A,-,Recently,DOT,TRY
WhiteBIT,DOT/USDT,34.4,231547.46,240397.78,6858186.0,0.25,High,257.0,Recently,DOT,USDT
Paribu,DOT/TRY,34.04,5050524.08,2115140.75,5211152.0,0.19,High,182.0,Recently,DOT,TRY
BitZ,DOT/USDT,34.41,171896.4,164013.16,4534074.0,0.16,Low,382.0,Recently,DOT,USDT
BtcTurk | Pro,DOT/USDT,34.26,200816.0,172762.63,4204953.0,0.15,High,168.0,Recently,DOT,USDT
CoinEx,DOT/USDT,34.41,162297.37,144942.25,3956646.0,0.14,High,321.0,Recently,DOT,USDT
Bitkub,DOT/THB,33.99,455866.56,124076.47,3741322.0,0.13,High,157.0,Recently,DOT,THB
CEX.IO,DOT/USD,34.45,113822.76,106491.15,2944845.0,0.11,High,428.0,Recently,DOT,USD
KickEX,DOT/USDT,34.43,63635.28,69501.84,1809043.0,0.07,High,128.0,Recently,DOT,USDT
BabySwap,DOT/USDT,34.51,-,-,1289922.0,0.05,N/A,-,Recently,DOT,USDT
Dex-Trade,DOT/USDT,34.4,39025.95,39552.22,922588.0,0.03,High,96.0,Recently,DOT,USDT
Deepcoin,DOT/USDT,34.4,2684763.77,755634.84,720618.0,0.03,Low,418.0,Recently,DOT,USDT
Bitbns,DOT/INR,35.89,505357.78,500909.51,717661.0,0.03,High,105.0,Recently,DOT,INR
MDEX,HDOT/USDT,34.49,-,-,649864.0,0.02,N/A,-,Recently,HDOT,USDT
CoinDCX,DOT/USDT,34.38,2297861.94,2950280.35,629889.0,0.02,High,490.0,Recently,DOT,USDT
CoinDCX,DOT/INR,35.34,2383.89,2936.88,518224.0,0.02,High,82.0,Recently,DOT,INR
Dex-Trade,DOT/BUSD,34.37,29503.49,33372.98,364875.0,0.01,High,99.0,Recently,DOT,BUSD
Binance,DOGE/USDT,0.2425,2074194.15,2700095.37,559465348.0,17.61,High,551.0,Recently,DOGE,USDT
Coinbase Exchange,DOGE/USD,0.2421,1603037.37,2692061.34,159046556.0,5.01,High,413.0,Recently,DOGE,USD
Huobi Global,DOGE/USDT,0.2425,1425930.13,1073768.36,153371143.0,4.83,Low,473.0,Recently,DOGE,USDT
FTX,DOGE/USD,0.2424,1477202.32,970242.78,145440834.0,4.58,Moderate,509.0,Recently,DOGE,USD
FTX,DOGE/USDT,0.2423,1019055.38,974641.04,97339128.0,3.06,Low,351.0,Recently,DOGE,USDT
Gate.io,DOGE/USDT,0.2424,852917.11,911775.73,76594261.0,2.41,High,438.0,Recently,DOGE,USDT
Binance,DOGE/BUSD,0.2425,650286.4,608977.66,74355466.0,2.34,High,887.0,Recently,DOGE,BUSD
Bithumb,DOGE/KRW,0.2478,500205.86,364250.45,63977783.0,2.01,High,263.0,Recently,DOGE,KRW
Binance,DOGE/BTC,0.2428,972872.76,1185595.48,62274190.0,1.96,High,826.0,Recently,DOGE,BTC
Binance,DOGE/TRY,0.242,244616.52,255669.66,59140208.0,1.86,High,895.0,Recently,DOGE,TRY
Binance.US,DOGE/USD,0.2424,837586.48,677178.65,50568753.0,1.59,High,713.0,Recently,DOGE,USD
FTX US,DOGE/USDT,0.2422,672244.21,684861.67,47483219.0,1.49,Low,277.0,Recently,DOGE,USDT
FTX US,DOGE/USD,0.2426,727124.06,670799.07,45752590.0,1.44,Low,270.0,Recently,DOGE,USD
KuCoin,DOGE/USDT,0.2424,1603485.17,639551.86,43983202.0,1.38,High,433.0,Recently,DOGE,USDT
Kraken,XDG/USD,0.2425,1817440.4,1986131.8,16269447.0,0.51,High,443.0,Recently,XDG,USD
Huobi Global,DOGE/BTC,0.2423,234633.79,278307.88,14983919.0,0.47,Low,302.0,Recently,DOGE,BTC
Binance.US,DOGE/USDT,0.2425,340672.87,279460.6,13952572.0,0.44,High,589.0,Recently,DOGE,USDT
Binance,DOGE/EUR,0.2395,185131.4,248290.64,9076748.0,0.29,High,916.0,Recently,DOGE,EUR
Coinbase Exchange,DOGE/EUR,0.2419,254799.89,473341.24,8373233.0,0.26,High,288.0,Recently,DOGE,EUR
Bitfinex,DOGE/USD,0.2424,-,-,8247106.0,0.26,N/A,-,Recently,DOGE,USD
Gemini,DOGE/USD,0.2422,867192.21,814884.01,7778075.0,0.24,High,268.0,Recently,DOGE,USD
Poloniex,DOGE/USDT,0.2421,101581.22,127343.37,5252682.0,0.17,High,291.0,Recently,DOGE,USDT
Coinbase Exchange,DOGE/USDT,0.2418,220833.98,220620.36,4843603.0,0.15,High,280.0,Recently,DOGE,USDT
FTX,DOGE/BTC,0.242,652693.67,642933.54,4523445.0,0.14,Moderate,137.0,Recently,DOGE,BTC
Kraken,XDG/EUR,0.2421,655340.86,796132.2,4425825.0,0.14,High,389.0,Recently,XDG,EUR
Coinbase Exchange,DOGE/GBP,0.2422,258266.02,203782.37,3676581.0,0.12,High,252.0,Recently,DOGE,GBP
Kraken,XDG/XBT,0.2422,561939.58,750558.82,2955643.0,0.09,High,191.0,Recently,XDG,XBT
Bitfinex,DOGE/UST,0.2426,-,-,2866468.0,0.09,N/A,-,Recently,DOGE,UST
Binance,DOGE/GBP,0.2383,98812.42,49318.52,2424970.0,0.08,High,603.0,Recently,DOGE,GBP
FTX US,DOGE/BTC,0.2426,610859.54,397236.69,2184730.0,0.07,High,124.0,Recently,DOGE,BTC
Huobi Global,DOGE/ETH,0.2422,60964.56,155481.39,2081631.0,0.07,High,250.0,Recently,DOGE,ETH
Coinbase Exchange,DOGE/BTC,0.2426,89233.99,359781.08,2007886.0,0.06,High,62.0,Recently,DOGE,BTC
Bittrex,DOGE/BTC,0.2428,400849.18,437761.58,1934773.0,0.06,High,148.0,Recently,DOGE,BTC
Binance,DOGE/AUD,0.2427,89025.41,75013.44,1738765.0,0.05,High,901.0,Recently,DOGE,AUD
Binance,DOGE/BRL,0.2428,77771.94,41146.21,1737894.0,0.05,High,869.0,Recently,DOGE,BRL
Poloniex,DOGE/BTC,0.2417,136492.87,140842.38,1650201.0,0.05,High,159.0,Recently,DOGE,BTC
Bittrex,DOGE/USDT,0.2414,346100.82,238823.1,1244453.0,0.04,High,238.0,Recently,DOGE,USDT
Bittrex,DOGE/USD,0.2425,234686.1,234477.55,1165038.0,0.04,High,235.0,Recently,DOGE,USD
KuCoin,DOGE/BTC,0.2426,173182.89,175513.55,1078710.0,0.03,High,148.0,Recently,DOGE,BTC
Huobi Global,DOGE/HUSD,0.2423,34256.25,48103.51,1073246.0,0.03,High,174.0,Recently,DOGE,HUSD
Gate.io,DOGE/BTC,0.2428,72733.54,60607.27,723422.0,0.02,High,198.0,Recently,DOGE,BTC
Binance,DOGE/BIDR,0.2425,65500.14,31408.12,642083.0,0.02,High,779.0,Recently,DOGE,BIDR
Binance,DOGE/RUB,0.2426,53937.1,30194.07,476707.0,0.02,High,859.0,Recently,DOGE,RUB
Bittrex,DOGE/ETH,0.2425,148146.19,120696.91,326222.0,0.01,High,192.0,Recently,DOGE,ETH
KuCoin,DOGE/USDC,0.2417,11895.62,85836.77,233068.0,0.01,High,115.0,Recently,DOGE,USDC
Bithumb,DOGE/BTC,0.2404,3238.05,150.0,39803.0,0.0,High,33.0,Recently,DOGE,BTC
FTX,TSLA/DOGE,0.2421,8362323.94,9051942.05,30239.0,0.0,High,131.0,Recently,TSLA,DOGE
KuCoin,DOGE/KCS,0.242,12708.59,9538.67,25862.0,0.0,High,92.0,Recently,DOGE,KCS
Bittrex,DOGE/EUR,0.2418,79973.84,44661.65,19489.0,0.0,High,146.0,Recently,DOGE,EUR
Poloniex,DOGE/USDC,0.2411,22791.72,22470.86,19476.0,0.0,High,57.0,Recently,DOGE,USDC
OKEx,DOGE/USDT,0.2426,435548.63,587794.15,237693370.0,7.48,Low,534.0,Recently,DOGE,USDT
ZB.COM,DOGE/USDT,0.2423,481578.87,478666.6,74530608.0,2.35,Low,211.0,Recently,DOGE,USDT
LBank,DOGE/USDT,0.2418,327675.34,1507467.5,25810989.0,0.81,Low,177.0,Recently,DOGE,USDT
Phemex,DOGE/USDT,0.2428,-,-,14038182.0,0.44,N/A,-,Recently,DOGE,USDT
PancakeSwap (V2),DOGE/WBNB,0.2431,-,-,8323240.0,0.26,High,-,Recently,DOGE,WBNB
WazirX,DOGE/INR,0.248,17371.32,12626.14,6989687.0,0.22,High,219.0,Recently,DOGE,INR
